,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,140.1,184.8,142.7,132.6,243.2,276.4,199.1,252.0,244.1,178.3,155.5,207.7
1,139.7,0.0,155.0,2.6,19.0,223.8,257.0,179.7,232.6,224.7,129.3,72.0,188.3
2,181.7,157.8,0.0,160.4,136.0,147.9,181.1,48.2,156.7,148.8,123.5,115.4,112.4
3,142.3,2.6,157.6,0.0,21.6,226.4,259.6,182.3,235.2,227.3,131.9,74.6,190.9
4,139.5,21.8,136.0,24.4,0.0,204.8,238.0,160.7,213.6,205.7,110.3,53.0,169.3
5,248.7,227.0,148.1,229.6,205.2,0.0,115.5,172.1,91.1,99.3,96.7,191.5,41.3
6,190.4,177.4,99.5,180.0,155.6,70.0,0.0,113.8,78.8,70.9,166.7,182.1,34.5
7,202.6,182.8,48.2,185.4,161.0,168.8,202.0,0.0,177.6,169.7,148.5,140.4,133.3
8,214.8,201.8,123.9,204.4,180.0,94.4,24.4,138.2,0.0,95.3,191.1,206.5,58.9
9,240.6,227.6,149.7,230.2,205.8,96.5,129.7,164.0,105.3,0.0,193.2,232.3,61.0
10,174.8,130.3,123.6,132.9,108.5,98.9,214.4,155.2,190.0,198.2,0.0,101.8,140.2
11,158.4,78.0,112.2,80.6,56.2,187.9,249.5,143.8,225.1,217.2,113.3,0.0,180.8
12,207.4,194.4,116.5,197.0,172.6,35.5,74.2,130.8,49.8,58.0,132.2,199.1,0.0
