,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1437.4,1607.6,1987.4,1525.6,1119.3,1289.8,1279.7,1106.0,580.0,1973.7,999.1,2085.4
1,1437.4,0.0,849.6,1130.0,690.3,630.0,591.9,839.6,616.7,1373.1,1147.5,684.1,847.7
2,1607.6,849.6,0.0,426.6,338.7,886.3,596.8,641.6,873.0,1074.3,412.9,895.9,524.5
3,1987.4,1130.0,426.6,0.0,703.3,1240.6,910.0,1006.2,1227.3,1438.9,85.0,1255.7,282.3
4,1525.6,690.3,338.7,703.3,0.0,669.2,338.6,436.3,655.9,945.6,689.6,683.7,801.2
5,1119.3,630.0,886.3,1240.6,669.2,0.0,330.6,411.2,37.1,867.3,1226.9,120.3,1219.3
6,1289.8,591.9,596.8,910.0,338.6,330.6,0.0,260.8,317.3,931.9,896.3,345.7,1007.9
7,1279.7,839.6,641.6,1006.2,436.3,411.2,260.8,0.0,397.9,699.7,992.5,365.7,1104.2
8,1106.0,616.7,873.0,1227.3,655.9,37.1,317.3,397.9,0.0,854.0,1213.6,106.9,1205.9
9,580.0,1370.6,1074.3,1438.9,945.6,867.3,931.9,699.7,854.0,0.0,1425.2,747.1,1536.9
10,1973.7,1147.5,412.9,85.0,689.6,1226.9,896.3,992.5,1213.6,1425.2,0.0,1242.0,299.8
11,999.1,684.1,895.9,1255.7,683.7,120.3,345.7,365.7,106.9,747.1,1242.0,0.0,1289.1
12,2085.4,847.7,524.5,282.3,801.2,1219.3,1007.9,1104.2,1205.9,1536.9,299.8,1289.1,0.0
