,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1001.9,1485.1,1126.0,1276.6,2135.5,1434.3,1681.3,934.7,1702.1,1058.1,1195.8,2094.0
1,997.6,0.0,1141.8,782.7,93.1,1279.8,634.3,930.0,435.0,883.9,442.7,395.8,1750.7
2,1493.8,1163.3,0.0,518.5,1070.1,1182.8,986.0,442.2,728.2,463.0,1252.7,1205.8,608.9
3,1121.7,791.2,505.6,0.0,698.1,1279.8,1072.2,701.8,356.1,722.6,880.7,833.7,1114.5
4,1291.1,93.1,1048.7,689.6,0.0,1186.7,541.2,836.9,341.9,790.7,349.6,302.7,1657.6
5,2153.2,1279.8,1182.8,1292.8,1186.7,0.0,938.7,699.0,1361.6,652.9,837.1,913.3,573.9
6,1453.0,634.3,986.0,1063.7,541.2,938.7,0.0,664.8,716.1,618.6,464.8,343.6,1339.4
7,1690.0,930.0,442.2,714.7,836.9,699.0,664.8,0.0,924.4,220.4,760.5,639.3,1051.0
8,949.2,435.0,706.8,347.7,341.9,1361.6,716.1,903.0,0.0,923.8,524.5,477.6,1315.7
9,1710.8,883.9,463.0,735.6,790.7,652.9,618.6,220.4,945.2,0.0,714.4,593.2,1071.9
10,1076.8,442.7,1231.3,872.2,349.6,837.1,464.8,760.5,524.5,714.4,0.0,226.3,1840.2
11,1214.5,395.8,1184.4,825.3,302.7,913.3,343.6,639.3,477.6,593.2,226.3,0.0,1313.9
12,2102.7,1772.1,608.9,1127.4,1679.0,573.9,1594.8,1051.0,1337.1,1071.9,1861.6,1814.7,0.0
