,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,844.3,690.4,999.4,913.0,553.3,694.9,806.4,857.6,641.6,1032.1,721.3,1513.9
1,844.3,0.0,377.5,610.0,108.9,505.0,198.7,162.9,252.5,308.3,295.7,169.8,837.5
2,690.4,377.5,0.0,605.9,436.8,284.7,336.0,540.4,357.0,282.7,555.9,220.7,1148.8
3,999.4,610.0,605.9,0.0,568.8,446.1,666.5,772.9,462.2,636.9,480.0,453.2,653.0
4,913.0,108.9,436.8,568.8,0.0,564.3,285.8,215.7,184.9,395.4,195.1,229.1,752.4
5,553.3,505.0,284.7,446.1,564.3,0.0,389.3,667.9,484.5,336.0,683.4,348.2,1074.7
6,694.9,198.7,336.0,666.5,285.8,389.3,0.0,283.8,393.4,158.9,472.6,257.1,1010.7
7,806.4,162.9,540.4,772.9,215.7,667.9,283.8,0.0,400.6,442.7,329.1,332.7,738.0
8,857.6,252.5,357.0,462.2,184.9,484.5,393.4,400.6,0.0,366.4,303.6,136.3,843.6
9,641.6,308.3,282.7,636.9,395.4,336.0,158.9,442.7,366.4,0.0,521.5,230.1,1124.0
10,1032.1,295.7,555.9,480.0,195.1,683.4,472.6,329.1,303.6,521.5,0.0,348.2,683.4
11,721.3,169.8,220.7,453.2,229.1,348.2,257.1,332.7,136.3,230.1,348.2,0.0,928.1
12,1513.9,837.5,1148.8,653.0,752.4,1074.7,1010.7,738.0,843.6,1124.0,683.4,928.1,0.0
