,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1345.6,972.6,1589.8,1418.7,763.1,1311.8,1132.1,1438.2,1137.2,1757.2,1195.8,2094.0
1,1360.1,0.0,532.4,830.8,73.1,876.8,429.1,291.6,350.8,225.6,566.3,196.4,1317.2
2,991.3,532.4,0.0,816.6,605.5,392.3,599.6,773.7,683.5,382.5,899.1,441.1,2055.0
3,1581.0,830.8,816.6,0.0,903.9,799.1,898.0,1072.2,981.9,680.9,657.5,739.5,897.7
4,1433.2,73.1,605.5,903.9,0.0,949.9,502.2,364.7,423.8,298.7,639.4,269.5,1390.3
5,781.9,904.3,392.3,826.6,977.4,0.0,971.5,1145.6,1055.4,754.4,1271.0,813.0,1866.4
6,994.6,429.1,599.6,898.0,502.2,944.0,0.0,411.5,580.2,292.8,795.8,337.8,1692.8
7,1146.6,291.6,773.7,1072.2,364.7,1118.1,411.5,0.0,596.2,466.9,811.8,512.0,1513.1
8,1456.9,350.8,683.5,977.3,423.8,1027.9,580.2,596.2,0.0,376.7,592.4,347.5,1343.3
9,1155.9,225.6,382.5,680.9,298.7,726.9,292.8,466.9,376.7,0.0,592.3,134.3,1748.2
10,1765.9,566.3,899.1,657.5,639.4,1243.4,795.8,811.8,592.4,592.3,0.0,563.1,1023.5
11,1214.5,196.4,441.1,739.5,269.5,785.5,337.8,512.0,347.5,134.3,563.1,0.0,1313.9
12,2102.7,1572.7,2076.4,897.7,1645.7,1865.3,1714.2,1534.5,1598.7,1769.6,1127.0,1814.7,0.0
