,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,314.0,451.5,325.1,331.2,551.7,528.4,428.7,598.5,619.8,390.5,318.4,588.0
1,319.2,0.0,292.1,55.3,85.6,415.6,369.0,269.3,439.1,475.2,276.9,158.9,428.6
2,448.1,291.8,0.0,260.1,252.2,251.8,147.6,51.2,217.7,253.8,205.3,206.9,207.2
3,321.8,55.2,260.7,0.0,88.2,383.2,359.3,271.9,429.4,465.5,244.5,126.5,418.9
4,332.9,90.4,248.4,101.5,0.0,371.0,325.3,225.6,395.4,431.5,232.3,114.3,384.9
5,530.1,416.0,244.4,383.6,375.7,0.0,179.6,266.6,193.7,201.3,158.6,321.1,90.7
6,531.8,375.5,162.6,363.4,336.2,167.0,0.0,158.6,70.1,130.9,285.4,310.2,84.3
7,425.9,269.6,51.2,274.0,230.3,265.7,151.9,0.0,222.0,258.1,219.2,220.8,211.5
8,609.5,453.2,240.3,441.1,413.9,181.4,77.7,236.3,0.0,205.4,340.0,387.9,98.7
9,628.3,472.0,259.1,459.9,432.7,195.6,129.5,255.1,199.6,0.0,354.2,406.7,112.9
10,371.5,275.0,206.3,242.6,234.7,161.2,282.0,228.5,352.1,362.5,0.0,162.5,251.9
11,324.2,160.3,206.4,127.9,120.0,328.9,305.0,228.6,375.1,411.2,174.6,0.0,364.6
12,587.7,431.4,218.5,419.3,392.1,82.7,88.9,214.5,103.0,110.6,241.3,366.1,0.0
