,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1613.9,1465.7,2170.0,744.4,1275.0,1649.4,1020.7,1088.7,1643.3,1619.1,1067.6,2121.1
1,1609.6,0.0,263.2,912.8,887.9,670.5,71.1,695.7,623.6,210.7,101.4,662.8,864.0
2,1461.4,263.2,0.0,819.3,739.7,838.0,334.3,432.5,791.2,292.6,306.9,830.3,778.7
3,2165.7,912.8,819.3,0.0,1444.0,1410.1,983.9,1166.4,1363.2,942.2,956.5,1402.4,208.6
4,740.1,887.9,739.7,1444.0,0.0,923.8,959.0,276.3,668.4,917.3,931.6,687.7,1395.2
5,1287.1,670.5,838.0,1410.1,923.8,0.0,599.3,984.4,255.1,707.0,569.1,207.4,1361.3
6,1661.4,71.1,334.3,983.9,959.0,599.3,0.0,766.9,552.5,206.2,30.3,591.7,935.1
7,1016.5,695.7,432.5,1166.4,276.3,984.4,766.9,0.0,729.0,725.2,739.5,748.2,1117.5
8,1100.8,623.6,791.2,1363.2,668.4,365.9,552.5,729.0,0.0,660.1,522.2,47.8,1314.4
9,1639.0,210.7,292.6,942.2,917.3,707.0,206.2,725.2,660.1,0.0,175.9,699.3,893.4
10,1631.2,101.4,306.9,956.5,931.6,569.1,30.3,739.5,522.2,175.9,0.0,561.4,907.7
11,1079.7,662.8,830.3,1402.4,687.7,207.4,591.7,748.2,47.8,699.3,561.4,0.0,1353.6
12,2116.9,864.0,770.5,208.6,1395.2,1361.3,935.1,1117.5,1314.4,893.4,907.7,1353.6,0.0
