,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,170.9,118.2,184.6,198.7,70.3,139.1,126.9,198.1,145.1,214.2,155.5,207.7
1,171.6,0.0,103.1,135.6,27.8,113.4,78.7,52.3,73.2,58.3,122.8,51.6,189.8
2,121.4,100.1,0.0,125.9,127.9,68.3,94.2,105.7,123.6,70.6,165.6,81.0,224.4
3,181.1,127.2,127.1,0.0,155.0,107.9,121.3,132.8,150.7,97.7,118.9,108.1,133.9
4,202.3,30.7,133.8,166.3,0.0,144.1,109.4,83.0,103.9,89.0,153.5,82.3,220.5
5,73.2,115.5,61.7,114.3,143.3,0.0,109.6,121.1,139.0,86.0,181.0,96.4,204.1
6,139.8,78.6,90.6,123.1,106.4,100.9,0.0,57.1,102.1,45.8,144.1,59.5,175.8
7,127.6,58.8,108.6,141.1,86.6,118.9,57.5,0.0,105.0,63.8,154.6,77.5,157.4
8,203.5,72.3,132.2,159.9,100.1,142.5,107.8,104.2,0.0,87.4,122.9,80.7,189.9
9,138.2,58.1,66.9,99.4,85.9,77.2,52.2,63.7,81.6,0.0,123.6,39.0,182.4
10,217.7,109.8,162.0,112.3,137.6,172.3,137.6,141.7,122.9,117.2,0.0,110.5,142.3
11,158.4,48.3,87.1,119.6,76.1,97.4,62.7,74.2,71.8,42.3,113.8,0.0,180.8
12,207.4,208.0,230.2,125.9,235.8,194.9,179.1,166.9,221.1,185.4,145.9,199.1,0.0
