,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,462.8,421.4,617.0,204.7,390.7,458.4,316.8,339.5,466.0,451.0,318.4,588.0
1,459.4,0.0,67.0,247.5,282.6,187.8,17.2,257.0,171.0,63.1,24.6,197.8,218.5
2,413.3,71.1,0.0,225.3,236.5,219.4,88.3,190.0,202.6,74.3,81.8,229.4,196.3
3,624.6,266.7,232.2,0.0,447.8,393.0,283.9,388.9,376.2,269.9,277.4,403.0,66.0
4,200.2,269.6,228.2,423.8,0.0,269.5,286.8,112.1,199.1,272.8,280.3,206.7,394.8
5,393.1,189.4,225.1,385.6,280.9,0.0,172.2,299.3,101.8,202.0,164.8,68.9,356.6
6,461.5,17.2,84.2,264.7,299.8,170.6,0.0,274.2,153.8,62.0,7.4,180.6,235.7
7,316.7,227.2,156.1,348.3,116.5,300.7,244.4,0.0,230.3,230.4,237.9,237.9,319.3
8,341.1,167.0,202.7,363.2,215.6,108.5,149.8,234.0,0.0,179.6,142.4,37.0,334.2
9,470.8,63.0,78.4,258.9,294.0,192.2,62.0,268.4,175.4,0.0,54.6,202.2,229.9
10,454.1,24.6,77.7,258.2,293.3,163.2,7.4,267.7,146.4,54.6,0.0,173.2,229.2
11,324.2,197.4,233.1,393.6,221.4,72.3,180.2,239.8,32.9,210.0,172.8,0.0,364.6
12,587.7,229.8,195.3,72.9,410.9,356.1,247.0,352.0,339.3,233.0,240.5,366.1,0.0
