,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,2016.9,982.7,702.7,715.6,2093.2,2056.3,1437.9,2049.0,731.0,1091.2,1918.5,806.0,1687.1,1288.8,1054.8,2060.2,1359.8,1438.6,1383.9,1308.3,1466.9,1521.2,936.2,779.9,1475.3,1902.2,1248.0,891.7,1458.0,927.2,999.1,2085.4
1,2016.9,0.0,1481.7,1511.0,1413.1,291.4,312.7,867.3,364.0,1317.5,1029.0,567.2,1267.7,798.5,728.1,1211.3,425.5,889.3,1025.7,1080.4,1444.4,805.2,584.3,1152.6,1268.6,573.2,583.5,1228.4,1189.7,1076.8,1397.7,1285.2,208.6
2,982.7,1481.7,0.0,829.7,844.2,1431.0,1486.5,901.2,1608.1,939.7,798.5,935.8,1039.8,704.4,1268.0,481.2,1077.5,823.1,456.0,401.2,342.8,1392.6,1170.2,810.9,914.7,1124.2,919.5,674.5,848.0,475.3,719.4,425.5,1273.1
3,702.7,1511.0,829.7,0.0,97.9,1587.3,1550.4,936.0,1543.0,193.5,553.7,1734.8,535.1,1503.5,981.0,739.4,1796.4,1034.3,1285.7,1231.0,1092.3,1151.5,983.8,398.7,242.4,937.8,1718.6,1032.0,354.2,1305.0,465.1,783.0,1579.4
4,715.6,1413.1,844.2,97.9,0.0,1489.3,1452.4,838.1,1445.1,95.6,455.8,1643.5,437.2,1412.2,883.1,641.4,1698.4,936.3,1300.1,1245.4,1004.6,1053.6,885.8,300.8,144.5,839.9,1627.3,940.7,256.3,1319.5,367.2,691.7,1481.5
5,2093.2,291.4,1431.0,1587.3,1489.3,0.0,110.1,943.6,231.8,1393.8,1105.3,516.6,1344.0,747.9,804.4,1287.6,374.9,965.5,975.1,1029.8,1393.8,911.0,660.5,1228.8,1344.9,649.5,532.9,1283.3,1266.0,1026.2,1473.9,1361.4,158.0
6,2056.3,312.7,1486.5,1550.4,1452.4,110.1,0.0,906.7,121.6,1356.9,1068.4,572.0,1307.1,803.4,767.5,1250.7,430.3,928.7,1030.5,1085.3,1449.2,874.1,623.7,1191.9,1308.0,612.6,588.3,1267.7,1229.1,1081.7,1437.1,1324.5,213.4
7,1437.9,867.3,901.2,936.0,838.1,943.6,906.7,0.0,899.4,742.5,452.7,936.4,759.5,705.0,438.0,419.9,1078.1,146.3,653.8,708.6,849.2,562.5,340.1,577.5,693.6,294.1,920.1,437.5,614.7,705.0,684.8,493.8,935.8
8,2049.0,364.0,1608.1,1543.0,1445.1,231.8,121.6,899.4,0.0,1349.5,1061.1,693.7,1299.8,925.0,760.1,1243.4,552.0,921.3,1152.2,1206.9,1570.9,866.8,616.3,1184.6,1300.6,605.2,710.0,1260.4,1221.7,1203.3,1429.7,1317.2,335.1
9,731.0,1317.5,939.7,193.5,95.6,1393.8,1356.9,742.5,1349.5,0.0,360.2,1548.0,452.5,1316.6,787.5,545.9,1602.8,840.8,1220.8,1166.1,909.0,958.0,790.3,205.2,48.9,744.3,1531.7,845.1,160.7,1240.2,271.6,596.1,1385.9
