,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,2324.9,1039.3,1336.5,2177.0,1464.3,820.8,1343.8,724.2,808.1,717.1,1433.2,1339.0,1854.2,1340.5,793.1,1866.9,2110.4,1591.8,763.1,1571.6,1830.5,1321.2,1224.5,986.5,1305.5,2234.8,897.4,2427.5,1423.4,1783.1,1535.5,1231.5,1369.0,790.3,1332.5,1195.8,2094.0
1,2041.7,0.0,1748.6,1677.9,1215.4,773.1,2302.1,1467.3,2045.9,2314.9,2438.6,1657.8,724.9,1337.0,1680.4,2329.8,1349.8,549.8,900.5,2359.8,461.4,776.4,2045.3,886.8,1695.8,2029.6,1273.2,1493.8,102.7,1523.0,1266.0,1099.7,999.4,1585.2,1979.8,2056.6,1753.7,533.4
2,1035.0,2019.0,0.0,711.2,1358.7,1158.4,981.6,480.2,725.4,994.4,1085.3,670.6,1033.2,1011.6,744.1,1009.4,998.9,1804.5,1285.9,1039.3,1265.8,1524.6,724.8,918.6,52.7,709.1,1416.5,287.5,2121.7,660.8,1082.7,772.9,925.7,606.4,659.3,736.1,433.2,1788.1
3,1351.0,1948.3,711.2,0.0,1407.9,1087.7,1264.8,494.2,1008.6,1277.5,1368.5,795.7,962.5,1136.6,1027.3,1292.5,1123.9,1733.8,1215.2,1322.5,1195.1,1453.9,1008.0,847.9,658.5,992.3,1465.7,456.5,2051.0,785.8,1207.7,897.9,855.0,731.5,942.4,1019.3,716.4,1717.4
4,2194.7,951.9,1358.7,1407.9,0.0,1040.9,1355.1,913.7,1556.7,1367.9,1458.8,1104.2,992.8,271.2,614.6,1382.9,284.0,990.7,905.0,1412.8,904.3,1310.8,653.2,1154.6,1306.0,730.6,57.8,1394.0,1054.6,969.3,200.2,510.0,1267.3,1031.6,1146.3,664.4,954.8,682.0
5,1473.0,1064.9,1179.9,1109.2,1040.9,0.0,1733.4,898.6,1477.2,1746.2,1869.9,1089.1,156.2,769.7,1495.9,1761.1,756.9,850.4,331.8,1791.1,311.7,858.2,1476.6,318.1,1127.1,1460.9,1098.7,925.1,1167.6,954.3,840.7,531.0,430.7,1016.5,1411.1,1487.9,1185.0,834.0
6,839.6,2078.6,1009.2,1292.3,1356.2,1739.5,0.0,802.3,201.6,12.7,103.7,992.8,1614.3,1033.4,519.7,27.7,1046.1,2117.4,1454.0,57.7,1846.8,2105.7,500.4,1499.7,956.4,484.7,1414.0,1044.5,2181.3,982.9,962.3,1095.0,1506.8,928.6,267.7,511.7,755.3,1808.7
7,1261.5,1503.8,480.2,494.2,913.7,898.6,774.8,0.0,518.5,787.5,878.4,301.5,1085.3,642.5,537.3,802.5,629.7,1289.3,762.7,832.4,859.6,1576.7,518.0,970.7,427.4,502.2,971.5,515.5,1606.4,291.6,713.5,403.7,977.7,237.3,452.4,529.2,152.0,1272.9
8,743.0,2316.3,725.4,1008.6,1557.8,1455.7,201.6,518.5,0.0,188.9,97.9,709.0,1330.5,1050.0,597.9,173.9,1037.2,2101.8,1170.3,143.9,1563.1,1821.9,578.6,1215.9,672.6,562.9,1615.6,760.7,2419.0,699.2,1040.5,811.3,1223.0,644.8,66.1,589.8,471.6,2085.4
9,826.8,2091.4,1021.9,1305.1,1368.9,1926.1,12.7,815.0,188.9,0.0,90.9,1005.5,1800.9,1046.1,532.5,15.0,1058.9,2130.1,1466.8,44.9,2033.5,2292.3,513.2,1686.3,969.2,497.4,1426.8,1057.2,2194.1,995.7,975.1,1107.8,1693.4,941.3,255.0,524.4,768.1,1821.4
10,735.9,2182.3,823.3,1106.5,1459.9,1835.2,103.7,616.4,97.9,90.9,0.0,806.9,1710.0,1137.1,623.4,76.0,1149.8,2481.3,1268.2,46.0,1942.5,2201.4,604.1,1595.4,770.6,588.4,1517.7,858.6,2285.0,797.1,1066.0,909.2,1602.4,742.7,164.0,615.4,569.5,1912.4
11,1452.0,1685.8,670.6,795.7,1095.8,1080.7,965.2,301.5,709.0,978.0,1068.9,0.0,1275.7,824.5,727.7,993.0,811.8,1471.3,944.8,1022.9,1041.6,1479.1,708.4,1161.2,617.9,692.7,1153.6,705.9,1788.5,169.0,895.6,585.8,1168.2,114.6,642.9,719.7,342.5,1454.9
12,1347.7,1016.8,1054.6,983.9,992.8,156.2,1608.2,850.5,1351.9,1620.9,1744.6,1041.0,0.0,721.5,1370.7,1635.9,708.8,802.3,283.7,1665.8,263.5,810.1,1351.4,192.8,1001.9,1335.7,1050.6,799.9,1119.5,906.1,792.6,482.8,305.4,968.4,1285.8,1362.6,1059.7,785.9
13,1845.4,1073.6,1011.6,1136.6,271.2,769.7,1005.8,642.5,1050.0,1018.6,1109.5,832.9,721.5,0.0,513.7,1033.6,12.8,1062.7,633.8,1063.5,633.0,1070.5,552.3,883.4,958.9,629.6,329.1,1046.9,1176.3,698.1,71.0,238.7,996.0,760.3,983.9,563.5,683.5,803.6
14,1331.7,1416.9,744.1,1027.3,614.6,1474.5,492.2,537.3,597.9,504.9,595.9,727.7,1349.2,513.7,0.0,519.9,526.4,1455.7,1189.0,549.9,1581.8,1840.7,38.6,1234.7,691.4,116.0,672.4,779.4,1519.6,717.9,442.6,830.0,1241.7,663.5,531.8,49.9,490.3,1147.0
15,811.8,2106.4,1036.9,1320.1,1383.9,1911.2,27.7,830.0,173.9,15.0,76.0,1020.5,1785.9,1061.1,547.4,0.0,1073.8,2145.1,1481.8,30.0,2018.5,2277.4,528.1,1671.3,984.1,512.4,1441.7,1072.2,2209.0,1010.7,990.0,1122.8,1678.4,956.3,240.0,539.4,783.1,1836.4
16,1858.2,1264.5,998.9,1123.9,284.0,756.9,1018.6,629.7,1037.2,1031.3,1122.3,820.2,708.8,12.8,526.4,1046.3,0.0,1050.0,621.0,1076.3,620.3,1057.8,565.0,870.7,946.1,642.4,341.8,1034.2,1367.2,685.3,83.8,226.0,983.3,747.6,971.1,576.3,670.8,816.4
17,2119.0,539.6,1825.9,1755.2,990.7,850.4,2116.3,1544.7,2123.2,2129.1,2220.0,1735.2,802.3,1112.3,1455.7,2144.1,1125.1,0.0,977.9,2174.0,538.7,320.1,1494.3,964.2,1773.2,1571.6,1048.5,1571.2,642.3,1600.4,1041.3,1177.0,1076.8,1662.6,2057.1,1505.5,1831.1,308.7
18,1600.5,1192.4,1307.3,1236.7,905.0,331.8,1426.5,762.7,1170.3,1439.3,1530.2,953.2,283.7,633.8,1189.0,1454.2,621.0,977.9,0.0,1484.2,439.2,985.7,1169.7,445.6,1254.6,1154.0,962.9,1052.6,1295.1,818.4,704.8,395.1,558.2,880.6,1104.2,1181.0,803.8,961.5
19,781.9,2136.3,1066.8,1350.0,1413.9,1881.2,57.7,860.0,143.9,44.9,46.0,1050.5,1756.0,1091.0,577.4,30.0,1103.8,2175.1,1511.7,0.0,1988.5,2247.4,558.1,1641.4,1014.1,542.4,1471.7,1102.1,2239.0,1040.6,1020.0,1152.7,1648.4,986.2,210.0,569.4,813.0,1866.4
20,1580.3,753.3,1287.2,1216.5,1204.3,311.7,1840.7,1006.0,1584.5,1853.5,1977.2,1196.4,263.5,877.0,1603.2,1868.5,864.3,538.7,439.2,1898.4,0.0,546.5,1583.9,425.4,1234.4,1568.2,1262.2,1032.5,855.9,1061.6,948.1,638.3,538.0,1123.8,1518.4,1595.2,1292.3,522.4
21,1827.1,859.7,1533.9,1463.3,1310.8,858.2,2087.5,1470.6,1831.3,2100.3,2224.0,1776.5,810.1,1432.4,1850.0,2115.2,1445.2,320.1,985.7,2145.2,546.5,0.0,1830.7,829.3,1481.2,1815.0,1368.6,1279.2,962.4,1766.7,1361.4,1184.8,599.0,1712.3,1765.2,1842.0,1539.1,628.8
