,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,989.3,987.0,1588.1,1225.1,1122.5,1205.2,1968.6,2103.2,2207.9,1258.5,1166.8,1862.9,1485.0,951.5,900.7,1012.8,812.0,783.8,1344.2,1704.3,1857.8,1637.2,1592.0,779.2,632.7,1067.6,2121.1
1,1001.4,0.0,719.6,1118.6,221.1,480.4,1294.0,973.7,1108.3,1225.8,263.6,946.1,1137.7,1225.1,755.1,103.5,704.9,819.6,205.6,1123.4,709.4,1422.8,1009.6,1078.1,411.8,356.6,425.5,1273.1
2,982.7,719.6,0.0,743.4,546.0,411.5,670.0,1421.4,1462.6,1363.2,845.8,322.1,959.1,640.3,35.5,848.1,224.3,439.5,788.8,499.4,1157.1,1013.1,773.4,747.3,650.2,729.0,358.4,1276.4
3,1583.8,1118.6,743.4,0.0,930.5,633.7,492.6,983.1,1024.4,925.0,855.1,488.2,520.9,202.1,778.8,1247.1,867.8,1040.6,1173.3,243.9,718.8,574.9,109.1,133.7,1034.7,1113.5,688.6,838.2
4,1237.2,221.1,546.0,930.5,0.0,306.8,1120.3,951.2,1085.8,1203.3,299.8,772.4,1047.1,1036.9,581.5,349.6,531.3,989.9,432.3,949.8,686.9,1332.2,821.4,890.0,513.6,592.4,251.9,1250.6
5,1134.6,480.4,411.5,633.7,306.8,0.0,1030.7,1172.5,1307.1,1385.5,606.6,412.4,750.3,740.1,446.9,608.9,396.8,855.4,549.5,657.1,908.2,1035.4,524.6,593.1,411.0,489.8,54.9,1298.7
6,1201.0,1515.6,761.6,492.6,1211.9,919.2,0.0,1260.9,1126.4,1027.0,1252.0,506.4,622.9,389.6,797.0,1644.1,890.2,1058.8,1454.7,376.7,1115.8,676.9,580.2,496.6,1316.1,1394.9,974.1,940.2
7,1980.7,973.7,1421.4,983.1,951.2,1172.5,1260.9,0.0,134.6,273.4,710.1,1375.7,939.0,991.3,1456.8,1102.2,1406.7,1865.3,1184.9,1131.4,264.3,651.8,874.1,942.6,1391.1,1335.9,1203.1,320.7
8,2115.3,1108.3,1555.9,1117.7,1085.8,1307.1,1126.4,134.6,0.0,138.9,844.7,1207.4,804.5,856.7,1591.4,1236.7,1541.2,1759.8,1319.4,963.1,398.9,517.2,1008.6,1077.2,1525.7,1470.5,1337.6,186.1
9,2232.8,1225.8,1363.2,925.0,1203.3,1385.5,1027.0,273.4,138.9,0.0,962.2,1108.0,705.1,757.4,1398.7,1354.3,1491.9,1660.5,1437.0,863.8,537.7,417.8,1012.6,928.9,1643.2,1588.0,1455.2,86.8
