,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,2132.5,1175.8,2237.5,1342.1,1273.0,805.6,1830.5,777.1,626.1,1461.1,1210.7,1646.4,1555.2,1096.9,1588.3,763.1,897.4,1361.4,959.7,1478.7,1362.6,767.5,1426.4,1454.4,1425.3,1195.8,2094.0
1,2141.2,0.0,956.7,474.4,1783.0,902.2,1858.0,298.0,2182.2,2447.1,869.4,1488.0,1054.7,577.4,1537.9,996.6,2196.2,1593.4,1685.6,2102.0,1571.7,1803.5,1687.5,834.7,862.7,1624.4,1853.2,330.9
2,1184.5,956.7,0.0,1061.7,826.3,97.1,901.3,741.2,1488.7,1490.4,285.2,911.4,470.5,379.3,581.2,412.5,1502.7,636.7,1062.2,1145.3,987.6,846.8,730.8,250.6,278.6,1126.1,896.6,918.1
3,2129.0,659.3,944.5,0.0,1770.8,890.0,1845.8,863.7,2433.1,2434.8,857.2,1475.7,1042.5,565.1,1525.6,984.4,2447.1,1581.1,1673.3,2089.8,1559.5,1791.3,1675.3,822.5,850.5,1612.2,1841.0,620.7
4,1356.5,1761.5,804.9,1866.6,0.0,902.0,769.7,1459.5,1314.1,1112.3,1090.1,578.7,1275.4,1184.2,406.6,1217.3,1328.1,462.1,729.4,970.7,846.7,20.5,556.2,1055.5,1083.5,793.3,721.9,1723.0
5,1281.7,902.2,97.1,1007.3,923.4,0.0,998.5,838.3,1585.8,1587.5,230.8,1008.6,416.1,324.9,678.3,358.0,1599.8,733.8,1159.3,1242.5,933.1,943.9,827.9,196.2,224.2,985.8,993.7,863.7
6,801.3,1845.1,888.4,1950.1,769.7,985.5,0.0,1543.0,1258.2,1107.2,1173.6,791.0,1358.9,1267.7,363.1,1300.9,1244.2,343.4,941.8,1024.9,1059.0,790.2,213.5,1139.0,1167.0,1005.6,776.1,1806.5
7,1827.1,298.0,780.7,772.4,1468.8,887.9,1543.9,0.0,2131.2,2132.9,855.0,1554.0,1040.3,563.0,1223.7,982.2,2145.2,1279.2,1704.7,1787.9,1557.4,1489.3,1373.3,820.4,848.4,1768.6,1539.1,628.8
8,795.9,2183.2,1606.7,2035.0,1341.6,1703.9,1236.5,2261.4,0.0,151.0,1892.0,813.9,1342.8,1986.1,1032.7,1395.1,14.0,1088.2,964.7,393.4,1081.9,1362.1,1198.4,1857.3,1885.3,1028.5,799.0,1852.4
9,644.8,2412.4,1455.7,2517.4,1112.3,1552.8,1085.4,2110.3,151.0,0.0,1740.9,584.6,1113.5,1835.0,803.3,1868.2,137.1,858.8,735.4,333.6,852.6,1132.8,1047.3,1706.3,1734.3,799.2,569.7,2003.4
10,1469.8,869.4,285.2,974.4,1111.5,230.8,1186.6,855.0,1773.9,1775.6,0.0,816.5,383.2,292.0,866.4,325.2,1787.9,921.9,1014.1,1430.6,900.3,1132.0,1016.0,163.3,61.5,953.0,1181.8,830.8
11,1229.4,1232.5,890.0,1337.5,578.7,987.1,791.0,1218.1,786.4,584.6,816.5,0.0,528.9,797.1,427.9,581.2,800.4,483.4,197.6,443.0,314.9,599.2,577.5,653.2,809.9,261.5,120.0,1194.0
12,1655.1,1054.7,470.5,1159.7,1296.8,416.1,1371.9,1040.3,1315.3,1113.5,383.2,528.9,0.0,477.3,1051.7,147.9,1329.3,1107.2,726.5,972.0,612.7,1317.4,1201.3,219.9,376.6,665.4,648.9,1016.1
13,1563.8,577.4,379.3,682.4,1205.6,324.9,1280.7,563.0,1868.0,1869.7,292.0,910.6,477.3,0.0,960.5,419.3,1882.0,1016.0,1108.2,1524.6,994.4,1226.1,1110.1,257.4,285.4,1047.1,1275.9,538.8
14,912.8,1516.4,559.8,1621.5,406.6,656.9,363.1,1214.4,1005.1,803.3,845.0,427.9,1030.3,939.1,0.0,972.2,1019.1,55.5,578.6,661.8,695.9,427.1,149.6,810.4,838.4,642.5,413.0,1477.9
15,1597.0,996.6,412.5,1101.7,1238.8,358.0,1313.8,982.2,1367.6,1165.8,325.2,581.2,147.9,419.3,993.7,0.0,1381.5,1049.2,778.8,1024.2,664.9,1259.3,1143.3,161.9,318.5,717.6,701.1,958.1
16,781.9,2197.2,1592.8,2049.0,1355.6,1689.9,1222.5,2247.4,14.0,137.1,1878.0,827.9,1356.8,1972.1,1046.6,1409.1,0.0,1102.1,978.7,379.4,1095.9,1376.1,1184.4,1843.4,1871.4,1042.5,813.0,1866.4
17,893.1,1571.9,615.3,1677.0,462.1,712.4,343.4,1269.9,1060.6,858.8,900.5,483.4,1085.8,994.6,55.5,1027.7,1074.6,0.0,634.1,717.3,751.4,482.6,129.9,865.9,893.9,698.0,468.5,1533.4
18,1380.2,1421.7,1040.8,1526.7,729.4,1137.9,941.8,1407.3,937.1,735.4,1005.7,197.6,718.1,986.3,578.6,770.4,951.1,634.1,0.0,593.8,152.5,749.9,728.3,842.4,999.1,99.1,270.7,1383.1
