,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,0.0,1128.2,2049.0,835.8,1383.0,1881.1,1442.6,1033.8,930.7,1117.2,1481.8,1339.9,1098.4,970.5,1226.9,1575.1,1234.8,1551.4,882.9,1198.2,1160.4,760.1,834.4,1800.1,1621.8,1146.0,1289.0,625.9,1579.9,1317.1,894.1,2102.0,1463.6,1802.5,1111.7,1533.9,1553.2,637.5,1226.5,923.1,1166.4,1588.3,1545.1,1086.1,912.4,890.3,1960.0,1490.4,1312.8,1166.7,895.2,999.1,2085.4
1,1128.2,0.0,1009.0,500.2,871.6,1224.1,753.2,502.6,704.4,484.9,410.3,268.5,93.2,299.9,606.2,538.5,503.8,478.7,370.5,545.3,361.0,368.1,293.8,760.2,762.2,513.7,489.5,502.3,850.3,584.4,952.4,1062.1,546.9,1145.5,479.5,579.7,693.6,535.8,186.4,439.7,375.3,515.5,568.5,574.7,686.2,472.5,920.0,630.9,801.4,315.1,467.6,441.5,1045.4
2,2049.0,1009.0,0.0,1430.6,1471.4,731.0,1187.5,1098.5,1580.1,1300.1,635.2,740.6,1016.1,1252.2,987.2,853.0,884.9,790.7,1322.8,1225.0,1252.5,1320.4,1246.1,314.7,964.4,1328.9,1113.9,1454.6,1052.5,1160.4,1711.6,167.4,585.4,898.0,1294.6,894.2,895.8,1411.4,1094.7,1343.4,1130.2,827.5,883.0,1450.4,1561.9,1376.1,147.1,833.1,1494.6,1099.5,1371.2,1317.2,335.1
3,835.8,500.2,1430.6,0.0,650.7,1181.2,710.3,760.7,314.3,384.9,831.9,749.2,524.3,261.2,953.8,775.0,961.8,823.6,183.7,465.9,324.6,306.4,260.4,1181.8,821.7,413.7,507.0,440.7,872.3,584.8,541.9,1483.7,996.6,1102.7,379.4,733.7,753.1,619.6,399.0,87.3,366.3,804.9,744.9,353.8,296.1,54.5,1341.6,690.3,580.6,366.6,59.4,266.8,1467.0
4,1383.0,871.6,1471.4,650.7,0.0,761.7,551.8,1141.0,634.9,566.4,1089.3,1070.8,900.5,754.5,1334.1,926.2,1347.4,993.0,834.4,647.3,668.1,957.2,895.1,1264.1,548.5,595.1,738.2,1091.4,460.4,766.3,521.0,1304.0,1235.5,683.1,560.9,885.0,617.1,1174.2,770.2,605.2,652.4,956.2,896.2,357.7,616.7,638.0,1423.9,679.9,105.3,652.7,633.0,448.2,1136.3
5,1881.1,1224.1,731.0,1181.2,761.7,0.0,477.8,1499.5,1195.5,842.5,1015.3,1051.8,1295.5,1281.4,1388.2,852.2,1285.9,919.0,1358.7,715.4,1170.4,1481.5,1422.0,726.3,474.5,871.3,734.6,1615.7,386.4,700.3,1001.9,563.7,1017.7,167.0,837.1,811.0,543.1,1701.1,1107.4,1132.1,933.2,882.2,822.2,1037.3,1177.3,1164.9,767.7,605.9,784.9,935.4,1159.9,914.5,396.0
6,1442.6,753.2,1187.5,710.3,551.8,477.8,0.0,1197.0,724.6,371.6,797.8,730.5,824.6,810.5,1109.5,634.6,1007.1,701.4,887.8,244.4,699.5,1010.5,951.0,972.5,256.9,400.4,263.6,1144.7,168.8,229.3,792.0,1020.1,943.9,399.2,366.1,593.4,325.6,1230.2,636.5,661.2,462.3,664.6,604.6,594.9,706.3,693.9,1132.4,388.3,575.0,464.5,689.0,443.6,852.4
7,1033.8,502.6,1098.5,760.7,1141.0,1499.5,1197.0,0.0,973.8,871.5,585.2,554.9,446.0,506.5,276.3,738.4,284.3,676.2,577.0,952.5,665.6,574.7,500.3,849.6,1025.0,900.3,951.1,575.2,1113.1,1045.7,1221.8,1151.5,513.1,1420.9,866.1,779.6,956.4,396.2,621.8,710.2,810.6,713.0,768.4,844.1,955.5,742.9,1009.5,893.6,1070.8,791.8,738.0,753.4,1134.9
8,930.7,704.4,1580.1,314.3,634.9,1195.5,724.6,973.8,0.0,399.2,986.3,903.6,733.4,575.5,1166.9,893.9,1180.3,960.7,498.0,480.2,501.0,620.8,574.7,1331.3,940.6,428.0,571.0,755.0,886.6,599.1,498.1,1633.2,1151.0,1117.0,393.7,852.7,872.0,933.9,603.0,401.6,485.3,923.9,863.9,338.1,35.5,368.8,1491.1,809.2,564.8,485.5,373.8,281.1,1570.2
9,1117.2,484.9,1300.1,384.9,566.4,842.5,371.6,871.5,399.2,0.0,711.7,629.0,513.9,485.1,1008.0,614.3,905.6,681.1,562.4,127.2,388.7,685.1,625.6,1051.2,621.7,75.0,222.5,819.3,533.6,246.1,647.1,1353.1,876.4,764.0,5.5,573.1,591.9,904.7,383.5,335.7,255.5,644.3,584.3,269.5,380.9,368.5,1211.1,529.2,496.2,266.0,363.6,118.1,1217.2
10,1481.8,410.3,635.2,831.9,1089.3,1015.3,797.8,585.2,986.3,711.7,0.0,141.9,417.4,653.5,474.0,254.3,371.6,192.0,724.0,676.0,653.7,721.7,647.3,386.4,540.8,740.4,591.3,855.9,628.9,637.8,1234.3,688.3,201.2,936.8,706.2,295.5,472.2,862.6,496.0,744.6,541.7,228.8,284.3,856.6,968.0,777.4,546.2,409.5,1083.3,500.8,772.5,723.4,671.6
11,1339.9,268.5,740.6,749.2,1070.8,1051.8,730.5,554.9,903.6,629.0,141.9,0.0,275.6,511.6,443.7,290.7,341.3,228.4,582.2,593.3,571.0,579.8,505.5,491.7,577.3,657.7,508.9,714.0,665.4,555.5,1151.6,793.6,278.4,973.2,623.5,331.9,508.6,720.8,354.2,661.9,459.0,265.3,320.7,773.9,885.3,694.7,651.6,445.9,1000.6,418.1,689.8,640.7,777.0
12,1098.4,93.2,1016.1,524.3,900.5,1295.5,824.6,446.0,733.4,513.9,417.4,275.6,0.0,270.0,613.1,564.2,510.8,504.0,340.6,594.8,389.8,338.2,263.9,767.3,849.9,542.6,560.9,472.5,938.0,672.1,981.3,1069.2,554.0,1216.9,508.4,605.5,781.3,479.2,231.7,468.5,420.5,540.8,594.3,603.6,715.1,501.3,927.1,718.5,830.4,401.7,496.4,470.4,1052.5
13,970.5,299.9,1252.2,261.2,754.5,1281.4,810.5,506.5,575.5,485.1,653.5,511.6,270.0,0.0,699.6,783.0,707.5,723.1,87.7,566.1,279.1,210.4,164.4,1003.3,881.6,513.9,568.5,344.6,969.7,686.4,803.1,1305.2,790.0,1202.8,479.6,775.2,813.0,523.6,285.1,304.1,427.9,760.0,786.4,457.6,557.3,271.3,1163.2,750.2,684.4,409.3,276.3,366.9,1288.6
14,1226.9,606.2,987.2,953.8,1334.1,1388.2,1109.5,276.3,1166.9,1008.0,474.0,443.7,613.1,699.6,0.0,627.2,191.8,564.9,770.1,972.3,858.7,767.8,693.4,738.3,913.7,1036.7,887.9,768.3,1001.8,934.5,1414.9,1040.3,401.8,1309.7,1002.5,668.4,845.1,589.3,706.5,903.2,838.0,601.7,657.2,1037.2,1148.6,936.0,898.2,782.4,1263.9,797.1,931.1,946.5,1023.6
15,1575.1,538.5,853.0,775.0,926.2,852.2,634.6,738.4,893.9,614.3,254.3,290.7,564.2,783.0,627.2,0.0,524.8,66.8,853.6,539.3,683.7,851.2,776.9,604.1,377.7,643.1,428.1,985.4,465.8,474.7,1141.8,906.0,419.0,773.6,608.9,41.2,309.1,1009.0,539.0,687.7,444.5,30.0,30.0,764.2,875.6,720.5,764.0,246.3,949.4,408.4,715.5,631.0,889.4
16,1234.8,503.8,884.9,961.8,1347.4,1285.9,1007.1,284.3,1180.3,905.6,371.6,341.3,510.8,707.5,191.8,524.8,0.0,462.6,778.1,870.0,847.7,775.7,701.4,636.0,811.4,934.4,785.6,776.2,899.5,832.1,1428.2,937.9,299.5,1207.3,900.1,566.0,742.8,597.3,604.1,911.2,735.6,499.4,554.8,1050.5,1162.0,944.0,795.9,680.0,1277.3,694.8,939.0,917.3,921.3
17,1551.4,478.7,790.7,823.6,993.0,919.0,701.4,676.2,960.7,681.1,192.0,228.4,504.0,723.1,564.9,66.8,462.6,0.0,793.7,606.1,645.5,791.3,717.0,541.8,444.5,709.9,494.9,925.5,532.6,541.5,1208.6,843.8,356.7,840.4,675.7,108.0,375.9,949.2,495.8,736.4,511.3,36.8,96.8,831.0,942.4,769.1,701.7,313.1,1016.2,475.2,764.2,697.8,827.1
18,882.9,370.5,1322.8,183.7,831.8,1358.7,887.8,577.0,498.0,562.4,724.0,582.2,340.6,87.7,770.1,853.6,778.1,793.7,0.0,643.3,366.8,122.8,76.7,1073.9,961.0,591.2,646.3,257.0,1049.1,762.3,725.6,1375.8,860.6,1280.1,556.9,862.9,892.4,435.9,372.8,226.6,505.7,830.5,874.1,534.9,479.8,193.8,1233.8,829.7,761.7,496.9,198.8,444.2,1359.2
19,1198.2,545.3,1225.0,465.9,647.3,715.4,244.4,952.5,480.2,127.2,676.0,593.3,594.8,566.1,972.3,539.3,870.0,606.1,643.3,0.0,469.7,766.1,706.6,976.2,494.5,156.0,153.2,900.3,406.4,119.0,728.1,1257.7,840.8,636.8,121.7,498.1,516.9,985.7,428.6,416.7,252.9,569.3,509.3,350.5,461.9,449.5,1136.0,454.1,577.2,256.7,444.6,199.1,1090.0
20,1160.4,361.0,1252.5,324.6,668.1,1170.4,699.5,665.6,501.0,388.7,653.7,571.0,389.8,279.1,858.7,683.7,847.7,645.5,366.8,469.7,0.0,489.5,419.6,1003.6,748.9,417.5,435.8,623.7,837.0,553.7,748.9,1305.5,818.5,1091.8,383.3,642.5,680.3,698.8,259.7,237.3,295.3,682.3,653.7,371.2,482.7,270.1,1163.5,617.5,598.0,276.5,265.1,280.5,1288.9
21,760.1,368.1,1320.4,306.4,954.6,1481.5,1010.5,574.7,620.8,685.1,721.7,579.8,338.2,210.4,767.8,851.2,775.7,791.3,122.8,766.1,489.5,0.0,74.3,1071.5,1083.8,713.9,769.1,134.2,1171.9,885.0,848.3,1373.4,858.2,1402.9,679.6,892.4,1015.2,313.1,466.4,349.4,628.4,828.2,881.2,657.7,602.5,316.6,1231.4,952.4,884.4,619.7,321.5,567.0,1356.8
