,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,0.0,1297.7,934.2,1936.6,2194.7,1462.0,2320.4,2363.7,2418.5,2349.5,1597.6,1551.4,1160.1,1634.3,1339.0,1723.1,1236.5,1034.0,1365.2,2478.8,2442.9,1830.5,596.4,1433.2,735.4,1609.4,894.4,1273.0,1563.5,2340.5,1373.2,1568.3,770.3,2298.4,1785.0,735.4,1659.3,1676.0,955.8,744.4,1693.4,2163.4,1132.1,2122.5,1408.9,2168.7,877.7,1871.7,1573.6,960.3,946.1,1195.8,2094.0
1,1288.9,0.0,901.6,1904.0,1329.6,164.3,1455.3,941.4,886.6,1484.4,1565.0,803.1,411.8,1188.7,1306.4,1690.5,488.2,696.1,616.9,1613.7,1577.8,1797.9,1102.8,684.9,974.0,988.4,710.5,1240.4,815.2,820.9,566.4,270.6,1009.0,778.8,933.2,974.0,911.0,803.6,649.0,954.8,1660.8,643.8,780.1,1257.4,1376.3,1303.6,727.2,574.0,1028.8,512.2,324.0,447.5,1189.8
2,930.0,910.1,0.0,1002.4,1260.5,1074.3,1386.2,1429.5,1484.3,1415.3,663.4,997.6,606.3,700.1,404.8,788.9,682.7,631.6,811.3,1544.5,1508.7,896.3,337.8,879.3,576.5,675.2,489.0,338.8,1009.7,1549.9,602.9,1180.7,611.5,1570.7,850.8,576.5,980.5,997.2,584.6,189.8,759.2,1353.0,361.8,1188.3,474.7,1234.5,472.2,1077.9,639.3,891.4,1065.1,642.0,1159.8
3,1839.3,1819.5,909.4,0.0,1026.8,1983.7,1152.5,1195.9,1250.6,1181.7,532.8,1629.3,1515.7,1040.5,822.4,189.9,1592.1,1541.0,1720.7,1310.9,1275.0,297.3,1247.2,1788.7,1485.9,1015.6,1398.4,900.1,1641.5,1316.3,1512.3,1721.7,1520.9,1337.1,1191.2,1485.9,1320.9,1337.6,1493.9,1099.2,332.1,1594.5,1271.2,954.6,815.2,1000.8,1381.6,1418.3,979.8,1800.7,1974.5,1551.4,926.1
4,2261.0,2241.2,1331.1,698.4,0.0,1778.3,214.9,1022.5,1077.3,244.0,654.7,1751.3,1937.4,1162.5,944.3,888.3,1680.5,1962.7,1800.7,373.2,337.4,995.7,1668.9,1877.1,1907.6,1137.5,1820.0,1022.1,1763.4,1142.9,1758.6,1672.0,1942.6,1163.7,1313.2,1907.6,1442.8,1459.6,1915.6,1520.9,875.1,1421.1,1692.9,166.2,937.1,86.7,1803.3,1573.9,1101.7,2222.4,2396.2,1973.1,752.8
5,1453.2,164.3,1065.9,1281.2,1165.3,0.0,1291.0,777.1,722.4,1320.2,999.2,967.4,576.1,1068.6,1470.7,1355.3,652.5,860.4,781.1,1449.4,1413.5,1462.7,1267.1,849.1,1138.3,868.2,874.7,1404.6,979.5,656.7,730.6,106.3,1173.3,614.6,813.1,1138.3,693.3,639.4,813.3,1119.0,1219.7,479.5,944.4,1093.1,1012.9,1139.3,891.4,409.8,908.6,676.5,488.3,611.7,1025.5
6,2046.1,2026.3,1116.2,483.5,638.6,1563.4,0.0,807.6,862.4,29.1,439.8,1536.4,1722.5,947.6,729.4,673.4,1465.6,1747.8,1585.8,158.4,122.5,780.8,1454.0,1662.2,1692.7,922.6,1605.2,807.2,1548.5,928.1,1543.7,1457.1,1727.7,948.8,1098.3,1692.7,1228.0,1244.7,1700.7,1306.0,660.3,1206.2,1478.0,566.4,722.2,612.6,1588.4,1359.0,886.8,2007.5,2181.3,1758.2,537.9
7,2372.4,941.4,1442.5,809.8,409.6,777.1,535.3,0.0,54.7,564.4,766.1,1262.2,1203.1,1273.8,1055.7,999.7,1191.4,2074.1,1311.7,693.6,657.7,898.6,1780.3,1388.1,2019.0,1248.9,1931.4,1133.5,1274.3,120.4,1269.6,670.8,2054.0,384.5,976.0,2019.0,856.2,802.3,2027.0,1632.3,986.5,297.6,1804.2,337.4,1048.5,383.5,1914.7,572.7,1213.1,1453.6,1655.8,1238.7,269.8
8,2427.2,886.6,1497.2,864.6,464.3,722.4,590.0,54.7,0.0,619.1,820.8,1207.5,1148.3,1328.6,1110.4,1054.4,1136.7,1582.7,1256.9,748.4,712.5,953.3,1835.1,1333.3,2073.8,976.4,1597.1,1188.2,1219.6,65.7,1214.8,616.0,2108.7,439.2,921.3,2073.8,801.5,747.6,1535.6,1687.0,1041.3,242.8,1859.0,392.1,1103.2,438.3,1969.5,518.0,1016.8,1398.9,1459.0,1184.0,324.5
9,2017.0,1997.1,1087.1,454.4,609.5,1534.3,735.2,778.5,833.3,0.0,410.7,1507.3,1693.4,918.4,700.3,644.3,1436.5,1718.7,1556.7,129.2,93.3,751.7,1424.9,1633.1,1663.6,893.5,1576.0,778.0,1519.4,898.9,1514.6,1428.0,1698.6,919.7,1069.1,1663.6,1198.8,1215.6,1671.6,1276.9,631.1,1177.1,1448.8,537.3,693.1,583.5,1559.3,1329.9,857.7,1978.4,2152.1,1729.0,508.8
