,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
0,0.0,1130.4,777.1,2048.4,1675.0,1366.6,1465.2,1669.2,725.5,1709.7,733.8,1002.2,870.7,1248.2,955.9,1449.3,1284.1,1273.0,1276.6,1456.6,1433.2,805.6,1623.3,1732.1,1447.6,1769.8,2127.9,2320.4,1073.6,870.2,1495.6,2277.5,2090.2,748.3,2446.9,2350.1,1257.6,1398.9,1433.1,1018.5,1058.1,1418.7,2027.3,2107.6,1118.1,1345.4,1702.4,1313.8,1236.5,1436.9,1775.5,2426.0,1632.1,1358.9,1785.6,1512.8,973.6,1163.8,1116.9,1280.4,972.6,1302.9,1398.0,1734.8,1384.3,1355.7,1141.2,1722.3,1563.4,2048.4,986.5,1890.7,1123.6,1236.9,879.1,730.7,1284.1,1497.1,1567.4,2364.5,1454.3,1464.3,1779.5,1676.0,1416.9,2218.3,1434.3,1714.2,2013.4,1437.4,1730.0,1417.8,639.6,1140.9,2463.7,1491.0,1378.2,2135.5,1345.3,1912.1,1637.4,1195.8,2094.0
1,1121.6,0.0,325.7,2014.0,925.0,616.6,715.2,538.8,484.9,788.3,369.1,676.5,771.6,540.6,506.2,318.9,552.4,1238.6,569.1,1422.3,683.1,1042.5,873.3,903.9,697.6,1735.4,775.6,1931.3,203.9,726.3,745.5,1553.2,2055.9,848.2,2057.9,1625.7,756.8,1364.6,302.7,678.8,219.5,610.1,1993.0,2073.2,560.6,991.7,952.4,563.8,486.5,686.8,1741.1,2036.9,882.1,608.9,1035.6,762.7,523.8,413.8,561.8,572.9,522.8,595.4,648.0,984.8,1030.5,605.6,787.5,972.3,813.4,2014.0,646.9,1140.7,373.5,106.5,724.0,966.7,552.4,1462.7,1120.1,1975.5,704.3,1429.9,1029.5,926.0,608.3,1829.2,684.3,921.7,1979.1,687.4,876.5,609.2,956.9,787.2,2074.6,741.0,628.2,783.2,1311.0,1877.8,887.4,445.8,1665.8
2,795.9,353.3,0.0,2099.1,1278.2,969.9,1068.5,892.1,159.2,1141.6,43.3,1029.8,1124.9,893.9,389.6,672.2,905.7,1703.9,922.3,1887.5,1036.4,1236.5,1226.6,1257.1,1050.8,2200.7,1350.8,2117.9,557.2,1079.6,1098.8,1739.7,2140.9,1179.2,2244.4,1812.3,1110.1,1829.8,656.0,1032.1,572.7,963.4,1991.3,2538.5,913.9,1345.0,1305.6,917.0,839.8,1040.1,2206.4,2223.5,1235.4,962.1,1388.9,1116.0,407.3,767.1,915.1,926.1,406.3,948.6,1001.3,1338.0,1383.8,958.9,1140.7,1325.5,1166.7,2099.1,1000.1,1494.0,726.8,459.8,1077.3,1161.6,905.7,1928.0,1473.4,2162.0,1057.6,1895.2,1382.7,1279.3,961.6,2015.8,1037.6,1275.0,2444.3,1040.7,1229.8,962.5,1070.5,1140.5,2261.1,1094.2,981.5,1358.4,1776.2,2343.0,1240.7,799.0,1852.4
3,2057.1,2035.5,2098.0,0.0,1149.6,1606.6,1580.2,1094.4,2094.8,1114.9,2141.4,1358.9,1546.0,1604.9,2014.1,1284.9,1640.9,818.1,1633.4,591.8,1673.1,1773.9,1202.9,1056.2,1562.6,565.8,879.6,473.1,1831.6,1500.6,1423.6,430.3,41.8,1622.5,599.7,502.9,1614.3,649.5,1301.1,1743.2,1816.0,1600.1,180.0,665.4,1474.9,1702.2,1122.2,1553.8,1476.5,1551.8,342.0,578.7,1211.7,1590.5,1365.2,1508.7,2031.8,1737.1,1473.7,1637.2,2030.8,1659.7,1629.6,1314.3,1741.0,1595.7,1498.0,1301.8,1432.5,0.0,1711.2,1470.3,1710.4,1976.4,1600.8,1330.6,1640.9,857.6,891.6,517.3,1569.3,788.4,1359.0,1255.6,1598.3,371.0,1549.3,1038.4,571.2,1291.8,1054.2,1599.2,1607.9,1497.7,616.4,1605.9,1618.2,820.6,866.9,136.3,1217.0,1769.1,246.7
4,1939.1,722.9,1148.8,901.5,0.0,667.1,640.7,313.6,984.4,34.7,1192.1,889.3,984.5,753.4,903.6,504.1,602.9,700.1,781.9,648.8,733.7,1255.3,51.7,294.0,623.1,622.9,321.4,1173.5,721.1,939.1,484.1,790.2,943.3,1061.0,1300.1,668.0,807.4,605.1,520.3,891.7,705.5,660.7,880.4,960.7,773.4,1046.3,27.4,614.3,537.0,612.4,628.6,1279.1,42.9,651.0,328.1,569.2,921.3,552.3,774.6,785.7,920.3,808.2,690.1,277.3,1085.2,656.2,745.9,264.8,493.1,901.5,859.7,433.2,599.9,716.5,936.8,1212.6,602.9,914.6,510.2,1217.7,629.8,670.5,322.0,147.9,658.8,1071.5,609.8,311.8,866.6,352.4,266.6,659.8,1169.7,841.9,1316.8,666.5,678.7,329.0,748.9,765.2,37.6,584.3,947.1
5,1385.4,616.6,942.4,1342.8,658.7,0.0,144.3,972.3,676.0,693.4,985.7,581.0,676.1,445.1,595.3,769.9,294.6,1143.1,473.5,1006.5,66.5,947.0,607.0,637.6,126.6,1064.2,980.1,1614.8,412.7,630.8,174.6,1571.9,1384.6,752.7,1741.3,1644.5,499.0,948.7,753.8,583.3,397.2,352.3,1321.7,1402.0,465.1,738.0,686.1,108.2,130.1,115.9,1069.9,1720.4,615.9,37.9,769.4,191.8,612.9,244.0,466.3,477.3,611.9,499.8,77.1,718.5,776.9,11.0,437.5,706.0,242.4,1342.8,551.3,874.5,291.5,557.6,628.5,871.2,294.6,1367.2,853.9,1658.9,133.4,1014.1,763.2,659.8,350.5,1512.7,113.4,655.5,1307.8,306.4,610.3,351.4,861.3,533.6,1758.1,170.0,11.6,987.7,1215.4,1206.5,621.2,276.0,1388.4
6,1484.0,715.2,1041.0,1324.8,640.7,144.3,0.0,954.3,774.6,675.4,1084.3,679.6,774.7,543.7,693.9,868.5,393.2,1025.8,572.1,988.5,210.8,1045.6,589.1,619.7,108.6,1046.2,962.1,1596.8,511.3,729.4,156.6,1554.0,1366.6,851.3,1723.3,1626.5,597.6,930.8,852.4,681.9,495.8,450.9,1303.7,1384.0,563.7,836.6,668.1,206.8,228.7,28.4,1051.9,1702.4,597.9,136.5,751.4,173.8,711.5,342.6,564.9,575.9,710.6,598.4,175.7,700.5,875.5,133.3,536.1,688.0,224.5,1324.8,649.9,856.5,390.1,656.2,727.1,969.8,393.2,1465.8,835.9,1640.9,115.4,996.1,745.2,641.8,449.1,1494.7,95.4,637.5,1289.9,288.4,592.3,450.0,959.9,632.2,1740.1,25.7,155.9,969.7,1074.6,1188.5,603.2,374.6,1370.4
7,1660.4,438.7,864.5,1094.4,313.6,989.8,1088.4,0.0,1023.7,278.9,907.9,1049.7,1144.8,913.8,879.4,219.9,925.6,1013.7,942.2,962.4,1056.3,1415.7,365.3,607.5,1070.8,936.5,266.2,1113.2,577.1,1099.5,797.7,735.0,1136.2,1221.4,1239.7,612.8,1130.0,918.6,236.1,1052.0,592.6,983.3,986.6,1274.3,933.8,1364.9,286.2,936.9,859.7,1060.0,942.2,1218.8,356.4,982.1,641.7,882.8,897.0,787.0,935.0,946.0,896.0,968.5,1021.2,590.9,1403.7,978.8,1160.7,578.4,806.6,1094.4,1020.0,746.8,746.7,432.2,1097.2,1339.9,925.6,1228.2,823.8,1157.3,1077.5,984.0,635.6,461.5,981.5,1011.1,1057.5,625.4,1180.2,665.9,580.2,982.4,1330.0,1160.4,1256.4,1114.1,1001.4,273.8,1062.5,1029.5,351.1,818.9,847.7
8,744.2,512.4,159.2,2073.4,984.4,676.0,774.6,960.1,0.0,1019.0,115.8,735.9,831.0,600.0,265.3,740.2,611.8,1298.0,628.5,1481.7,742.5,1184.8,932.7,963.3,757.0,1794.8,1510.0,2277.0,383.0,785.7,804.9,1898.9,2115.3,1127.6,2403.6,1971.5,816.2,1423.9,724.0,738.2,367.5,669.5,2052.4,2132.6,620.0,1051.1,1011.8,623.1,545.9,746.2,1800.5,2382.6,941.5,668.3,1095.0,822.1,283.0,473.2,621.2,632.2,282.0,654.8,707.4,1044.2,1089.9,665.0,846.9,1031.7,872.8,2073.4,706.2,1200.1,432.9,527.9,783.4,1110.0,611.8,1522.1,1179.5,2321.2,763.7,1489.3,1088.8,985.4,667.7,2175.0,743.7,981.1,2038.5,746.8,935.9,668.6,1018.9,846.6,2420.3,800.3,687.6,1517.5,1370.3,1937.1,946.8,505.2,2011.5
9,1973.8,688.2,1114.1,936.2,34.7,701.8,675.4,278.9,1019.0,0.0,1157.4,924.0,1019.2,788.1,938.3,469.4,637.6,734.8,816.6,683.5,768.4,1290.0,86.4,328.7,657.8,657.6,286.7,1208.2,755.8,973.8,518.8,755.5,978.0,1095.7,1334.8,633.3,842.0,639.8,485.6,926.4,740.2,695.3,915.1,995.4,808.1,1081.0,7.3,649.0,571.7,647.1,663.3,1313.8,77.6,685.7,362.8,603.9,956.0,587.0,809.3,820.4,955.0,842.9,724.8,312.0,1119.9,690.9,780.6,299.5,527.8,936.2,894.4,467.9,634.6,681.8,971.5,1247.3,637.6,949.3,544.9,1252.4,664.5,705.1,356.7,182.6,693.5,1106.1,644.5,346.5,901.3,387.0,301.3,694.5,1204.4,876.6,1351.5,701.2,713.4,294.3,783.6,799.9,72.2,619.0,981.8
