,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,1881.7,1831.5,1400.4,1571.8,1039.3,900.2,1327.6,1132.7,904.1,1229.8,1142.9,1002.1,914.6,563.6,1481.8,1129.0,1393.7,1411.2,1956.4,1123.6,999.1,2085.4
1,1881.7,0.0,914.5,1050.2,1105.9,1299.4,1059.1,1292.1,858.6,1243.9,702.9,932.0,1250.4,1044.7,1678.5,1015.9,1482.6,1137.2,961.8,253.3,849.5,915.0,574.0
2,1831.5,914.5,0.0,516.6,382.8,1179.7,1225.6,673.0,1098.1,1237.1,1011.7,920.6,1003.1,1211.3,1299.4,417.8,863.5,437.8,619.7,661.2,1089.0,1099.7,340.5
3,1400.4,1050.2,516.6,0.0,225.4,778.1,883.6,241.9,761.5,856.6,740.9,583.8,601.5,869.2,879.5,135.4,432.4,87.0,272.8,1091.2,752.4,757.7,770.5
4,1571.8,1105.9,382.8,225.4,0.0,888.5,939.3,467.3,817.1,945.9,796.5,639.5,711.9,924.9,1008.2,126.5,657.8,236.2,328.4,957.4,808.1,813.4,636.6
5,1039.3,1299.4,1179.7,778.1,888.5,0.0,467.7,912.3,518.0,185.5,615.1,421.7,249.2,453.4,507.6,798.5,762.5,865.1,638.8,1374.1,508.9,384.4,1433.6
6,900.2,1059.1,1225.6,883.6,939.3,467.7,0.0,1048.9,277.7,352.2,374.8,324.7,418.7,14.4,786.8,849.3,932.0,970.6,681.9,1133.8,268.6,144.0,1433.2
7,1327.6,1292.1,673.0,241.9,467.3,912.3,1048.9,0.0,926.8,988.7,906.5,749.1,720.9,1034.5,806.7,377.3,359.7,235.2,438.1,1247.6,917.7,923.0,926.9
8,1132.7,858.6,1098.1,761.5,817.1,518.0,277.7,926.8,0.0,462.5,174.3,257.7,469.0,263.3,897.1,727.2,982.3,848.5,554.9,933.3,68.2,133.6,1232.7
9,904.1,1243.9,1237.1,856.6,945.9,185.5,352.2,988.7,462.5,0.0,559.6,366.8,274.8,366.6,484.9,855.9,837.9,943.6,690.8,1318.6,453.5,328.9,1491.0
10,1229.8,702.9,1011.7,740.9,796.5,615.1,374.8,906.5,174.3,559.6,0.0,282.8,566.1,360.4,994.2,706.5,1079.4,827.8,468.4,777.6,165.2,230.7,1077.0
11,1142.9,932.0,920.6,583.8,639.5,421.9,324.7,749.1,257.7,366.8,282.8,0.0,372.9,310.3,801.4,549.5,882.1,670.8,377.4,1006.7,248.7,198.8,1174.5
12,1002.1,1250.4,1003.1,601.5,711.9,249.2,418.7,720.9,469.0,274.8,566.1,372.7,0.0,404.4,438.5,621.9,570.1,688.5,551.3,1325.1,459.9,335.4,1257.0
13,914.6,1044.7,1211.3,869.2,924.9,453.4,14.4,1034.5,263.3,366.6,360.4,310.3,404.4,0.0,801.2,834.9,917.6,956.2,667.5,1119.4,254.2,129.7,1418.8
14,563.6,1678.5,1299.4,879.5,1008.2,507.6,786.8,806.7,897.1,484.9,994.2,801.4,438.5,801.2,0.0,918.2,608.1,872.8,847.6,1753.2,888.1,763.5,1553.3
15,1481.8,1015.9,417.8,135.4,126.5,798.5,849.3,377.3,727.2,855.9,706.5,549.5,621.9,834.9,918.2,0.0,567.8,222.4,238.4,992.3,718.1,723.4,671.6
16,1129.0,1482.6,863.5,432.4,657.8,762.5,932.0,359.7,982.3,837.9,1079.4,882.2,570.1,917.6,608.1,567.8,0.0,425.7,628.6,1438.1,973.2,848.6,1117.4
17,1393.7,1137.2,437.8,87.0,236.2,865.1,970.6,235.2,848.5,943.6,827.8,670.8,688.5,956.2,872.8,222.4,425.7,0.0,359.8,1012.4,839.4,844.7,691.7
18,1411.2,961.8,619.7,272.8,328.4,638.8,681.9,438.1,554.9,690.8,468.4,377.4,551.3,667.5,847.6,238.4,628.6,359.8,0.0,1036.5,545.8,556.0,873.6
19,1956.4,253.3,661.2,1091.2,957.4,1374.1,1133.8,1247.6,933.3,1318.6,777.6,1006.7,1325.1,1119.4,1753.2,992.3,1438.1,1012.4,1036.5,0.0,924.2,989.7,320.7
20,1123.6,849.5,1089.0,752.4,808.1,508.9,268.6,917.7,68.2,453.5,165.2,248.7,459.9,254.2,888.1,718.1,973.2,839.4,545.8,924.2,0.0,124.6,1223.6
21,999.1,915.0,1099.7,757.7,813.4,384.4,144.0,923.0,133.6,328.9,230.7,198.8,335.4,129.7,763.5,723.4,848.6,844.7,556.0,989.7,124.6,0.0,1289.1
22,2085.4,574.0,340.5,770.5,636.6,1433.6,1433.2,926.9,1232.7,1491.0,1077.0,1174.5,1257.0,1418.8,1553.3,671.6,1117.4,691.7,873.6,320.7,1223.6,1289.1,0.0
