,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.0,1244.1,574.8,826.9,601.7,926.5,1145.4,1142.5,737.9,660.0,1358.9,770.4,863.6,692.3,1141.7,999.4,510.1,860.9,1122.3,675.3,1491.6,721.3,1513.9
1,1244.1,0.0,955.3,469.7,751.4,484.0,352.2,194.5,587.4,699.2,263.1,681.1,518.3,857.3,222.6,574.6,890.6,557.0,295.2,608.7,382.1,598.6,404.4
2,574.8,955.3,0.0,499.7,317.6,659.7,832.7,1050.1,418.7,466.6,1190.2,366.4,545.8,117.5,1074.5,424.6,64.7,509.3,679.6,579.3,1256.4,369.7,1053.2
3,826.9,469.7,499.7,0.0,295.8,178.0,347.4,568.4,131.8,332.2,704.6,225.5,124.5,457.6,592.8,558.8,435.0,177.1,309.5,347.3,823.6,143.0,845.9
4,601.7,751.4,317.6,295.8,0.0,400.1,628.8,818.9,206.8,194.4,962.4,239.3,307.3,435.1,843.3,597.0,252.9,329.8,591.2,307.1,1081.4,190.2,1103.7
5,926.5,484.0,659.7,178.0,400.1,0.0,338.6,469.0,291.8,311.8,612.5,385.5,116.4,617.6,470.3,646.0,595.0,265.4,375.8,278.6,731.5,303.0,753.8
6,1145.4,352.2,832.7,347.4,628.8,338.6,0.0,337.2,464.8,588.0,480.7,558.5,359.2,790.6,361.6,523.6,768.0,434.7,244.2,497.5,599.7,476.0,622.0
7,1142.5,194.5,1050.1,568.4,818.9,469.0,337.2,0.0,682.2,684.2,323.0,775.9,511.6,1008.0,45.0,740.9,985.4,655.8,461.5,593.7,442.0,693.4,464.3
8,737.9,587.4,418.7,131.8,206.8,291.8,464.8,682.2,0.0,257.4,822.3,144.5,177.9,376.6,706.6,502.2,354.0,235.0,427.2,272.5,941.3,95.4,963.6
9,660.0,699.2,466.6,332.2,194.4,311.8,588.0,684.2,257.4,0.0,827.7,359.1,268.3,584.1,685.5,716.8,401.9,447.0,626.4,149.7,946.7,307.4,969.0
10,1358.9,263.1,1190.2,704.6,962.4,612.5,480.7,323.0,822.3,827.7,0.0,916.0,655.1,1092.2,300.2,809.5,1125.5,791.9,530.1,737.2,413.4,833.5,435.7
11,770.4,681.1,366.4,225.5,239.3,385.5,558.5,775.9,144.5,359.1,916.0,0.0,271.6,248.9,800.3,374.5,332.5,235.1,520.9,374.2,1035.0,95.5,1003.1
12,863.6,518.3,545.8,124.5,307.3,116.4,359.2,511.6,177.9,268.3,655.1,271.6,0.0,503.7,536.0,628.3,481.1,247.7,358.1,283.4,774.1,189.1,796.4
13,692.3,857.3,117.5,457.6,435.1,617.6,790.6,1008.0,376.6,584.1,1092.2,248.9,503.7,0.0,1032.4,307.1,182.2,467.2,562.1,606.3,1138.9,327.6,935.7
14,1141.7,222.6,1074.5,592.8,843.3,470.3,361.6,45.0,706.6,685.5,300.2,800.3,536.0,1032.4,0.0,769.0,1009.8,680.2,489.6,595.0,470.1,717.8,492.4
15,999.4,574.6,424.6,558.8,597.0,646.0,523.6,740.9,502.2,716.8,809.5,374.5,628.3,307.1,769.0,0.0,489.3,465.5,279.4,731.9,856.2,453.2,653.0
16,510.1,890.6,64.7,435.0,252.9,595.0,768.0,985.4,354.0,401.9,1125.5,332.5,481.1,182.2,1009.8,489.3,0.0,444.6,730.4,514.6,1244.5,305.0,1117.9
17,860.9,557.0,509.3,177.1,329.8,265.4,434.7,655.8,235.0,447.0,791.9,235.1,247.7,467.2,680.2,465.5,444.6,0.0,396.8,462.1,910.9,139.6,846.9
18,1122.3,295.2,679.6,309.5,591.2,375.8,244.2,461.5,427.2,626.4,530.1,520.9,358.1,562.1,489.6,279.4,730.4,396.8,0.0,641.5,649.1,438.4,660.8
19,675.3,608.7,579.3,347.3,307.1,278.6,497.5,593.7,272.5,149.7,737.2,374.2,283.4,606.3,595.0,731.9,514.6,462.1,641.5,0.0,856.2,322.5,878.5
20,1491.6,382.1,1256.4,823.6,1081.4,731.5,599.7,442.0,941.3,946.7,413.4,1035.0,774.1,1138.9,470.1,856.2,1244.5,910.9,649.1,856.2,0.0,952.5,203.2
21,721.3,598.6,369.7,143.0,190.2,303.0,476.0,693.4,95.4,307.4,833.5,95.5,189.1,327.6,717.8,453.2,305.0,139.6,438.4,322.5,952.5,0.0,928.1
22,1513.9,404.4,1053.2,845.9,1103.7,753.8,622.0,464.3,963.6,969.0,435.7,1003.1,796.4,935.7,492.4,653.0,1117.9,846.9,660.8,878.5,203.2,928.1,0.0
