,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1588.3,1400.4,2109.6,740.1,1206.4,1533.9,1016.5,1020.1,1453.8,1503.6,999.1,2085.4
1,1588.3,0.0,263.2,888.2,883.5,508.8,71.1,695.7,621.7,175.9,101.4,660.9,864.0
2,1400.4,263.2,0.0,794.7,660.2,610.5,329.8,432.5,718.5,292.6,306.9,757.7,770.5
3,2109.6,888.2,794.7,0.0,1369.4,1225.2,954.8,1141.7,1338.6,917.6,931.9,1377.8,208.6
4,740.1,883.5,660.2,1369.4,0.0,836.1,947.7,276.3,668.4,748.9,924.9,684.0,1345.3
5,1206.4,508.8,610.5,1225.2,836.1,0.0,437.7,888.2,255.1,384.8,407.4,207.4,1189.8
6,1533.9,71.1,329.8,954.8,947.7,437.7,0.0,762.3,550.5,198.7,30.3,589.7,930.6
7,1016.5,695.7,432.5,1141.7,276.3,888.2,762.3,0.0,720.5,671.2,739.5,736.1,1117.5
8,1020.1,621.7,718.5,1338.6,668.4,255.1,550.5,720.5,0.0,497.7,520.3,47.8,1314.4
9,1453.8,175.9,292.6,917.6,748.9,384.8,198.7,671.2,497.7,0.0,175.9,536.9,893.4
10,1503.6,101.4,306.9,931.9,924.8,407.4,30.3,739.5,520.3,175.9,0.0,559.5,907.7
11,999.1,660.9,757.7,1377.8,684.0,207.4,589.7,736.1,47.8,536.9,559.5,0.0,1289.1
12,2085.4,864.0,770.5,208.6,1345.3,1189.8,930.6,1117.5,1314.4,893.4,907.7,1289.1,0.0
