,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,191.6,148.4,233.4,75.5,208.0,201.8,109.5,155.5,210.1,198.0,155.5,207.7
1,188.5,0.0,39.9,144.9,116.5,125.4,10.2,100.1,109.5,55.3,14.5,109.5,119.2
2,148.6,43.2,0.0,105.0,76.6,144.5,53.4,60.2,128.6,61.7,49.6,128.6,79.3
3,233.4,149.3,106.1,0.0,161.4,250.6,159.5,145.0,225.1,167.8,155.7,225.1,77.5
4,72.0,116.1,72.9,157.9,0.0,136.1,126.3,34.0,83.6,134.6,122.5,83.6,132.2
5,206.8,125.5,147.8,225.6,139.5,0.0,115.3,143.1,84.0,151.5,111.0,84.0,199.9
6,198.7,10.2,50.1,155.1,126.7,115.2,0.0,110.3,99.3,54.3,4.3,99.3,129.4
7,109.3,96.4,53.2,138.2,37.3,153.5,106.6,0.0,101.0,114.9,102.8,101.0,112.5
8,158.4,106.4,128.7,206.5,91.1,81.7,96.2,94.7,0.0,132.4,91.9,0.0,180.8
9,213.6,55.3,65.0,170.0,141.6,144.9,54.3,125.2,129.0,0.0,50.0,129.0,144.3
10,194.9,14.5,46.3,151.3,122.9,110.9,4.3,106.5,95.0,50.0,0.0,95.0,125.6
11,158.4,106.4,128.7,206.5,91.1,81.7,96.2,94.7,0.0,132.4,91.9,0.0,180.8
12,207.4,123.3,80.1,31.2,135.4,224.6,133.5,119.0,199.1,141.8,129.7,199.1,0.0
