,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,590.4,814.7,1195.8,1701.8,2045.2,2311.8,1743.2,868.8,2372.1,960.3,1195.8,2094.0
1,586.1,0.0,312.1,909.7,1581.8,1542.6,1809.1,1623.2,1057.3,1950.0,1159.1,909.7,1591.3
2,810.5,312.1,0.0,597.6,1269.7,1230.5,1497.0,1311.1,745.2,1637.9,847.0,597.6,1279.2
3,1214.5,739.7,616.3,0.0,851.5,1519.8,1531.7,794.6,327.0,1149.9,428.8,0.0,1313.9
4,1693.0,1411.8,1288.5,851.5,0.0,1378.4,1137.1,135.9,814.5,543.0,916.3,851.5,880.3
5,2308.5,1810.1,1498.0,2020.5,1378.4,0.0,716.0,1242.5,2168.1,856.8,2269.9,2020.5,498.2
6,2054.8,1556.4,1244.3,1766.8,1426.8,752.3,0.0,1290.8,1914.4,905.1,2016.2,1766.8,546.5
7,1734.4,1453.3,1329.9,892.9,135.9,1242.5,1001.2,0.0,855.9,407.0,957.7,892.9,744.3
8,887.6,1113.0,763.9,327.0,814.5,1892.1,2158.6,855.9,0.0,1262.9,101.8,327.0,1940.8
9,2389.8,1962.9,1650.8,1149.9,543.0,856.8,615.5,407.0,1262.9,0.0,1364.7,1149.9,358.6
10,979.0,1204.5,865.7,428.8,916.3,1993.9,2260.4,957.7,101.8,1364.7,0.0,428.8,2042.6
11,1214.5,739.7,616.3,0.0,851.5,1519.8,1531.7,794.6,327.0,1149.9,428.8,0.0,1313.9
12,2102.7,1604.3,1292.2,1814.7,880.3,498.2,256.9,744.3,1962.3,358.6,2064.1,1814.7,0.0
