,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1073.6,1480.8,1170.3,1093.8,1694.1,1253.1,1623.0,934.7,1690.5,1201.7,1067.6,2121.1
1,1069.4,0.0,961.9,806.2,123.5,1174.6,604.9,900.7,405.7,854.5,553.5,386.2,1447.5
2,1633.6,964.2,0.0,545.6,914.0,967.9,933.6,389.8,721.5,410.7,1007.2,947.8,608.9
3,1166.0,806.2,545.6,0.0,755.9,1319.8,1112.1,741.8,400.5,762.6,1060.6,897.8,1154.5
4,1089.5,123.5,911.6,755.9,0.0,1124.3,554.7,850.4,355.4,804.2,503.2,335.9,1397.3
5,1706.2,1174.6,967.9,1319.8,1124.3,0.0,938.7,699.0,1285.7,652.9,1012.3,928.5,573.9
6,1265.2,604.9,933.6,1112.1,554.7,938.7,0.0,664.8,711.6,618.6,244.8,185.5,1339.4
7,1618.7,900.7,389.8,741.8,850.4,699.0,664.8,0.0,706.6,220.4,738.3,679.0,873.1
8,930.5,405.7,719.2,400.5,355.4,1285.7,711.6,706.6,0.0,727.5,660.1,497.3,1204.8
9,1639.6,854.5,410.7,762.6,804.2,652.9,618.6,220.4,727.5,0.0,692.2,632.8,894.0
10,1213.7,553.5,1007.2,1060.6,503.2,1012.3,244.8,738.3,660.1,692.2,0.0,134.0,1412.9
11,1079.7,386.2,947.8,897.8,335.9,952.9,185.5,679.0,497.3,632.8,134.0,0.0,1353.6
12,2116.9,1447.5,608.9,1154.5,1397.3,573.9,1339.4,873.1,1204.8,894.0,1412.9,1353.6,0.0
