,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,282.2,394.9,629.6,274.5,466.7,359.9,472.4,565.5,208.8,535.7,318.4,588.0
1,284.3,0.0,261.4,430.7,150.2,247.9,133.2,326.4,431.1,79.7,401.3,160.6,361.3
2,404.7,266.2,0.0,250.8,315.5,138.5,258.3,301.8,406.5,281.6,376.7,325.9,281.6
3,647.1,427.1,262.3,0.0,428.4,202.5,388.1,334.4,271.7,442.5,282.1,425.5,131.7
4,278.0,161.8,314.0,437.7,0.0,277.4,150.7,230.8,323.9,177.2,294.1,43.9,368.3
5,468.1,248.1,134.5,212.5,271.4,0.0,209.1,222.5,283.1,263.5,293.5,268.5,143.1
6,356.5,136.5,258.1,389.0,150.8,206.2,0.0,272.6,377.3,151.9,347.5,135.1,319.6
7,444.7,338.4,303.7,343.8,220.5,228.7,273.3,0.0,133.5,353.8,103.7,235.7,210.4
8,534.8,426.1,391.4,283.8,310.6,293.5,361.0,124.7,0.0,441.5,62.3,325.8,150.4
9,204.6,73.4,279.3,448.6,168.1,265.8,151.1,344.3,449.0,0.0,419.2,178.5,379.2
10,505.7,397.0,362.3,294.8,281.5,287.3,331.9,95.6,71.3,412.4,0.0,296.7,161.4
11,324.2,165.7,317.9,434.0,46.2,273.7,134.4,238.0,342.7,181.1,312.9,0.0,364.6
12,587.7,367.7,277.6,133.4,369.0,143.1,328.7,202.7,140.0,383.1,150.4,366.1,0.0
