,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1057.4,1566.7,1081.0,1083.6,1959.8,1857.8,1402.4,2063.0,2022.8,1326.8,1067.6,2121.1
1,1053.1,0.0,975.0,83.0,198.2,1525.1,1266.1,810.6,1471.3,1673.6,968.0,471.0,1529.4
2,1562.4,975.0,0.0,790.8,862.5,987.0,553.5,162.9,758.7,961.1,799.5,701.3,816.8
3,1076.7,83.0,790.8,0.0,221.8,1308.1,1179.8,834.2,1385.0,1587.4,750.9,254.0,1443.1
4,1079.4,198.2,832.7,221.8,0.0,1379.8,1123.8,668.3,1329.0,1531.3,822.7,325.8,1387.1
5,1971.9,1525.1,987.0,1308.1,1379.8,0.0,639.3,1062.9,646.5,744.8,633.0,1194.2,308.2
6,1853.6,1266.1,553.5,1179.8,1123.8,639.3,0.0,553.2,205.2,475.3,1090.9,1090.3,331.1
7,1398.1,810.6,162.9,866.7,668.3,1062.9,553.2,0.0,758.4,960.7,875.4,777.2,816.5
8,2058.7,1471.3,758.7,1385.0,1329.0,646.5,205.2,758.4,0.0,735.8,1279.5,1295.5,338.3
9,2261.1,1673.6,961.1,1587.4,1531.3,744.8,475.3,960.7,680.5,0.0,1377.8,1497.8,436.5
10,1338.9,968.0,799.5,750.9,822.7,633.0,1090.9,875.4,1296.1,1377.8,0.0,561.2,941.2
11,1079.7,471.0,701.3,254.0,325.8,1218.6,1090.3,777.2,1295.5,1497.8,561.2,0.0,1353.6
12,2116.9,1529.4,816.8,1443.1,1387.1,308.2,331.1,816.5,338.3,436.5,941.2,1353.6,0.0
