,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,1669.2,1684.0,2306.6,1609.4,1369.0,1396.7,1334.2,1355.7,584.3,2354.7,1195.8,2094.0
1,1660.4,0.0,850.7,1099.4,690.3,992.2,591.9,1052.0,978.8,1385.4,1147.5,818.9,847.7
2,1692.7,1203.7,0.0,962.7,569.1,1236.2,853.4,1326.6,1231.3,1188.2,1010.8,1404.7,750.1
3,2059.9,1399.3,482.9,0.0,936.4,1603.4,1220.6,1693.9,1598.5,1555.4,48.1,1771.9,551.7
4,1618.1,690.3,569.1,1191.8,0.0,722.8,340.0,791.0,717.9,1113.6,1239.9,646.0,979.1
5,1387.8,983.1,989.2,1611.8,731.2,0.0,391.2,423.4,37.1,919.1,1659.9,278.3,1399.2
6,1415.4,591.9,597.9,1220.6,340.0,382.8,0.0,451.0,377.9,946.7,1268.7,306.0,1007.9
7,1348.7,1052.0,1305.2,1927.8,791.0,423.4,451.0,0.0,410.0,844.2,1975.9,338.2,1715.2
8,1374.4,961.3,967.4,1590.0,709.4,37.1,369.4,410.0,0.0,905.7,1638.1,265.0,1377.4
9,580.0,1543.1,1175.2,1797.9,1100.6,1076.8,1104.5,825.5,1063.4,0.0,1846.0,903.6,1585.2
10,2011.8,1351.2,434.8,716.2,888.3,1555.3,1172.5,1645.7,1550.4,1507.3,0.0,1723.8,503.5
11,1214.5,818.9,903.9,1526.6,646.0,278.3,306.0,338.2,265.0,745.8,1574.7,0.0,1313.9
12,2102.7,847.7,525.6,251.7,979.1,1646.2,1263.4,1736.6,1641.3,1598.2,299.8,1814.7,0.0
