,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,424.1,585.8,736.3,1068.2,1472.3,1484.4,1099.3,601.9,1385.4,681.5,721.3,1513.9
1,424.1,0.0,224.7,524.3,1013.7,1111.2,1072.8,979.3,418.7,1221.0,581.8,535.5,1102.3
2,585.8,224.7,0.0,434.8,924.2,886.5,898.6,889.8,521.6,1131.5,614.0,446.0,928.1
3,736.3,524.3,434.8,0.0,537.0,1036.7,917.3,478.2,205.4,719.9,226.8,34.4,946.8
4,1068.2,1013.7,924.2,537.0,0.0,990.2,838.4,113.7,666.0,399.8,665.8,522.0,642.4
5,1472.3,1111.2,886.5,1036.7,990.2,0.0,414.1,897.9,1215.6,605.9,1263.5,1064.7,347.8
6,1484.4,1072.8,898.6,917.3,838.4,414.1,0.0,746.1,1098.3,454.1,1144.1,945.3,196.0
7,1099.3,979.3,889.8,478.2,113.7,897.9,746.1,0.0,634.2,307.5,655.6,443.8,550.1
8,601.9,418.7,521.6,205.4,666.0,1215.6,1098.3,634.2,0.0,875.9,163.1,190.4,1118.5
9,1385.4,1221.0,1131.5,719.9,399.8,605.9,454.1,307.5,875.9,0.0,897.3,685.5,258.1
10,681.5,581.8,614.0,226.8,665.8,1263.5,1144.1,655.6,163.1,897.3,0.0,211.8,1139.9
11,721.3,535.5,446.0,34.4,522.0,1064.7,945.3,443.8,190.4,685.5,211.8,0.0,928.1
12,1513.9,1102.3,928.1,946.8,642.4,347.8,196.0,550.1,1118.5,258.1,1139.9,928.1,0.0
