,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.0,300.2,512.1,409.0,382.0,338.5,277.8,273.0,252.6,465.9,388.8,538.2,370.9,460.8,584.6,462.4,428.0,369.7,243.0,257.6,190.9,366.5,507.2,403.6,259.8,417.0,363.1,461.1,379.0,418.2,594.0,604.9,431.1,519.4,458.4,446.9,624.2,298.6,465.3,291.0,354.2,450.8,448.0,475.2,468.5,466.0,318.4,588.0
1,296.2,0.0,314.6,228.7,276.4,141.0,208.9,204.1,285.8,267.1,154.4,396.1,142.5,262.0,442.5,271.5,308.4,141.3,154.4,159.4,171.4,195.4,308.4,232.5,37.8,218.2,192.0,263.6,207.9,237.9,395.2,423.6,202.7,346.4,259.6,248.1,425.4,76.6,267.8,9.2,261.7,253.3,257.1,277.7,290.3,267.2,152.9,389.2
2,510.3,310.1,0.0,264.7,209.1,189.8,298.7,293.9,337.5,131.3,217.6,237.6,229.4,141.8,229.3,156.3,186.4,228.2,398.6,249.2,383.7,204.8,74.5,206.3,296.7,231.1,228.0,119.9,215.7,273.9,171.8,200.2,221.1,242.9,126.2,103.2,202.0,263.0,124.1,319.3,240.9,109.6,120.8,74.2,131.8,147.0,229.4,165.8
3,425.6,237.7,269.6,0.0,356.9,117.4,214.0,209.2,290.9,230.0,141.1,351.1,144.2,240.5,397.5,317.7,299.9,143.0,326.2,164.5,313.6,95.7,309.0,132.8,224.3,275.7,92.3,218.6,108.2,9.2,406.3,417.8,199.2,248.6,290.7,279.2,436.5,190.6,222.8,246.9,266.8,208.3,303.3,232.7,245.3,245.7,101.4,400.3
4,404.0,290.7,203.7,355.0,0.0,283.8,381.2,376.4,454.7,168.2,287.4,354.8,254.1,163.1,320.7,109.8,303.6,252.9,339.7,331.7,217.6,298.8,176.4,300.3,275.0,85.9,318.3,179.6,309.7,364.2,263.2,291.6,275.6,360.1,160.7,138.7,293.4,278.2,175.4,299.9,358.1,175.6,95.4,236.4,249.0,168.3,319.7,257.2
5,337.3,137.1,198.9,113.0,286.2,0.0,125.7,120.9,202.6,159.3,83.0,280.4,86.1,169.8,326.8,247.0,225.2,84.9,225.6,76.2,216.9,79.7,238.3,116.8,123.7,217.6,76.3,147.9,92.2,122.2,335.6,347.1,135.2,230.7,220.0,208.5,365.8,90.0,152.1,146.3,178.5,137.6,232.6,162.0,174.6,175.0,54.0,329.6
6,283.8,212.3,298.4,195.3,361.9,124.8,0.0,21.8,156.5,258.8,179.6,357.4,185.1,269.3,403.8,346.5,247.2,183.9,245.0,43.9,292.1,152.8,337.8,189.9,195.7,303.7,149.4,247.4,165.3,204.5,435.1,424.1,234.7,305.7,319.5,308.0,465.3,165.2,251.6,221.1,200.5,237.1,332.1,261.5,274.1,274.5,104.7,429.1
7,281.7,210.2,296.3,193.2,359.8,122.7,18.7,0.0,154.4,256.7,177.5,355.3,183.0,267.2,401.7,344.4,245.1,181.8,242.9,41.8,290.0,150.7,335.7,187.8,193.6,301.6,147.3,245.3,163.2,202.4,433.0,422.0,232.6,303.6,317.4,305.9,463.2,163.1,249.5,219.0,198.4,235.0,330.0,259.4,272.0,272.4,102.6,427.0
8,255.5,285.2,373.9,275.8,442.4,205.3,144.6,139.8,0.0,339.3,260.1,310.7,265.6,349.8,357.1,427.0,200.5,264.4,216.7,124.4,305.2,233.3,413.3,270.4,250.6,384.2,229.9,327.9,245.8,285.0,510.6,377.4,315.2,327.6,400.0,388.5,508.9,245.2,332.1,276.0,126.7,317.6,412.6,337.0,241.0,355.0,185.2,414.9
9,462.5,267.7,144.6,230.0,158.2,155.1,264.0,259.2,326.0,0.0,182.9,226.1,194.7,61.0,272.5,119.0,174.9,193.5,320.7,214.5,299.5,170.1,140.8,171.6,252.0,156.1,193.3,11.4,181.0,239.2,227.6,256.0,186.4,231.4,92.0,80.5,257.8,228.3,7.2,276.9,229.4,21.7,104.6,107.7,120.3,66.2,194.7,221.6
10,387.8,157.5,226.6,143.6,284.5,81.5,187.5,182.7,264.4,187.0,0.0,308.1,71.0,197.5,354.5,255.8,256.9,69.8,246.0,138.0,237.3,110.3,266.0,147.4,144.1,202.5,106.9,175.6,122.8,152.8,363.3,374.8,60.8,258.4,243.9,232.4,393.5,110.4,179.8,166.7,240.3,165.3,241.4,189.7,202.3,202.7,108.3,357.3
