,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,684.7,972.5,929.6,1314.2,751.9,1514.0,1004.2,860.9,1498.4,844.5,810.5,656.2,587.6,722.2,1042.7,721.3,1513.9
1,684.7,0.0,444.6,813.2,977.1,224.0,1143.0,522.3,333.0,1013.5,338.2,304.2,291.6,223.0,444.7,696.5,215.0,1143.1
2,972.5,444.6,0.0,895.8,958.3,220.6,860.1,604.9,127.0,730.6,420.8,386.8,495.9,427.3,266.7,779.1,297.6,860.2
3,929.6,813.2,895.8,0.0,384.6,675.2,584.4,366.9,784.2,729.4,557.2,607.2,661.8,704.6,895.9,162.1,611.2,584.3
4,1314.2,977.1,958.3,384.6,0.0,839.1,303.0,469.1,948.1,448.0,717.1,767.1,877.3,889.9,1003.9,284.0,775.1,302.9
5,751.9,224.0,220.6,675.2,839.1,0.0,1004.7,384.3,109.0,875.2,200.2,166.2,275.3,206.7,220.7,558.5,77.0,1004.8
6,1514.0,1143.0,860.1,584.4,303.0,1004.7,0.0,668.9,911.1,145.0,830.4,880.4,1077.1,1089.7,905.7,483.8,928.0,0.1
7,1004.2,522.3,604.9,366.9,469.1,384.3,668.9,0.0,493.3,663.6,262.6,312.6,446.6,459.0,605.0,225.2,320.3,668.8
8,860.9,333.0,127.0,784.2,948.1,109.0,911.1,493.3,0.0,781.6,309.2,275.2,384.3,315.7,155.1,667.5,186.0,911.2
9,1498.4,1013.5,730.6,729.4,448.0,875.2,145.0,663.6,781.6,0.0,700.9,750.9,1040.6,974.6,776.2,628.8,798.5,145.1
10,844.5,338.2,420.8,557.2,717.1,200.2,830.4,262.6,309.2,700.9,0.0,75.6,365.3,299.3,420.9,440.5,123.2,830.5
11,810.5,304.2,386.8,607.2,767.1,166.2,880.4,312.6,275.2,750.9,75.6,0.0,331.3,265.3,386.9,490.5,89.2,880.5
12,656.2,291.6,495.9,661.8,877.3,275.3,1077.1,446.6,384.3,1040.6,365.3,331.3,0.0,85.8,496.0,593.3,242.1,1077.0
13,587.6,223.0,427.3,704.6,889.9,206.7,1089.7,459.0,315.7,974.6,299.3,265.3,85.8,0.0,427.4,605.9,176.1,1089.6
14,722.2,444.7,266.7,895.9,1003.9,220.7,905.7,605.0,155.1,776.2,420.9,386.9,496.0,427.4,0.0,779.2,297.7,905.8
15,1042.7,696.5,779.1,162.1,284.0,558.5,483.8,225.2,667.5,628.8,440.5,490.5,593.3,605.9,779.2,0.0,494.5,483.7
16,721.3,215.0,297.6,611.2,775.1,77.0,928.0,320.3,186.0,798.5,123.2,89.2,242.1,176.1,297.7,494.5,0.0,928.1
17,1513.9,1143.1,860.2,584.3,302.9,1004.8,0.1,668.8,911.2,145.1,830.5,880.5,1077.0,1089.6,905.8,483.7,928.1,0.0
