,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,1191.8,1211.5,1759.6,1999.0,1602.8,834.4,962.7,1588.3,1221.0,713.5,955.9,1206.7,578.8,1864.2,2059.6,999.1,2085.4
1,1191.8,0.0,182.0,679.1,1129.3,520.7,480.5,524.6,523.5,172.6,877.4,645.0,382.7,992.6,783.6,1189.9,192.7,1175.2
2,1211.5,182.0,0.0,782.3,1311.4,702.0,500.2,566.4,705.6,9.4,923.1,664.7,564.8,1033.9,886.8,1371.9,212.5,1278.4
3,1759.6,679.1,782.3,0.0,641.2,372.1,1080.8,1147.0,760.7,772.9,1503.6,803.7,1025.2,1614.4,326.7,887.5,793.0,496.1
4,1999.0,1129.3,1311.4,641.2,0.0,895.4,1515.7,1316.8,777.6,1301.9,1285.5,1444.9,880.9,1420.2,558.0,325.4,1267.2,145.1
5,1602.8,520.7,702.0,372.1,895.4,0.0,907.1,849.6,388.7,692.5,1198.4,731.0,665.6,1319.2,476.6,956.0,658.7,868.2
6,834.4,480.5,500.2,1080.8,1515.7,907.1,0.0,267.0,909.4,509.7,835.7,463.6,717.7,701.0,1185.3,1576.2,287.7,1576.9
7,962.7,524.6,566.4,1147.0,1316.8,849.6,267.0,0.0,802.0,575.9,594.0,730.6,450.6,488.9,1251.5,1377.4,353.9,1403.2
8,1588.3,523.5,705.6,760.7,777.6,388.7,909.4,802.0,0.0,696.1,910.1,1095.1,437.3,1044.8,865.2,838.1,660.9,863.9
9,1221.0,172.6,9.4,772.9,1301.9,692.5,509.7,575.9,696.1,0.0,932.6,674.2,555.3,1043.3,877.4,1362.5,221.9,1269.0
10,713.5,877.4,923.1,1503.6,1285.5,1198.4,835.7,594.0,910.1,932.6,0.0,1102.2,533.9,134.7,1608.2,1346.0,710.6,1371.9
11,955.9,645.0,664.7,803.7,1444.9,731.0,463.6,730.6,1095.1,674.2,1102.2,0.0,949.3,1027.4,908.2,1687.0,452.2,1299.8
12,1206.7,382.7,564.8,1025.2,880.9,665.8,717.7,450.6,437.3,555.3,533.9,949.3,0.0,668.6,1129.7,941.4,515.2,967.2
13,578.8,992.6,1033.9,1614.4,1420.2,1319.2,701.0,488.9,1044.8,1043.3,134.7,1027.4,668.6,0.0,1718.9,1480.8,821.4,1506.6
14,1864.2,783.6,886.8,326.7,558.0,476.6,1185.3,1251.5,865.2,877.4,1608.2,908.2,1129.7,1718.9,0.0,804.3,897.5,412.9
15,2059.6,1189.9,1371.9,887.5,325.4,956.0,1576.2,1377.4,838.1,1362.5,1346.0,1687.0,941.4,1480.8,804.3,0.0,1327.8,391.4
16,999.1,192.7,212.5,793.0,1267.2,658.7,287.7,353.9,660.9,221.9,710.6,452.2,515.2,821.4,897.5,1327.8,0.0,1289.1
17,2085.4,1175.2,1278.4,496.1,145.1,868.2,1576.9,1403.2,863.9,1269.0,1371.9,1299.8,967.2,1506.6,412.9,391.4,1289.1,0.0
