,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,868.2,1268.0,1783.1,1588.5,1465.5,1300.9,2127.9,1832.6,986.5,961.2,870.7,1785.0,1219.8,1766.5,1576.3,1195.8,2094.0
1,863.9,0.0,317.5,1111.4,854.6,731.6,567.0,1338.3,1061.9,205.5,712.2,43.4,947.6,333.2,1199.3,1009.1,461.9,1526.8
2,1282.4,261.8,0.0,943.5,686.7,563.7,399.1,1170.4,894.0,86.4,544.3,264.3,779.7,455.3,1321.4,1131.3,294.0,1648.9
3,1774.4,1215.4,1047.5,0.0,688.5,811.2,544.4,151.1,49.4,1133.9,998.6,1258.8,491.9,1091.0,789.9,756.3,754.6,732.6
4,1622.0,869.4,701.5,688.5,0.0,249.8,302.4,839.6,639.1,787.9,837.1,912.7,524.8,834.3,920.4,886.7,512.6,1247.8
5,1484.2,731.6,563.7,811.2,249.8,0.0,391.9,962.4,761.8,650.1,699.3,774.9,647.5,711.2,1043.2,1009.5,374.8,1370.6
6,1319.7,567.0,399.1,544.4,302.4,391.9,0.0,695.5,494.9,485.5,534.8,610.4,380.6,546.7,776.3,742.6,210.2,1103.7
7,2145.6,1338.3,1170.4,151.1,839.6,962.4,695.5,0.0,200.5,1256.8,1121.5,1381.7,643.0,1242.1,941.1,907.4,905.7,632.9
8,1823.8,1061.9,894.0,49.4,639.1,761.8,494.9,200.5,0.0,980.5,1048.0,1105.3,442.5,1041.6,740.5,706.9,705.1,782.0
9,982.2,205.5,86.4,1029.9,773.2,650.1,485.5,1256.8,980.5,0.0,630.7,208.0,866.2,541.8,1407.9,1217.7,380.4,1735.3
10,979.9,712.2,544.3,998.6,822.4,699.3,534.8,1121.5,1029.7,630.7,0.0,755.5,915.4,850.0,1716.1,1525.9,429.7,2043.5
11,866.4,43.4,360.9,1154.7,898.0,774.9,610.4,1381.7,1105.3,208.0,755.5,0.0,991.0,376.6,1242.7,1052.5,505.3,1570.1
12,1793.7,947.6,779.7,491.9,524.8,647.5,380.6,643.0,442.5,866.2,915.4,991.0,0.0,927.3,723.8,637.2,590.9,1051.2
13,1234.3,333.2,455.3,1091.0,834.3,711.2,546.7,1242.1,1041.6,541.8,850.0,376.6,927.3,0.0,1273.3,1083.1,599.7,1600.7
14,1775.2,1220.7,1342.9,1143.0,1175.8,1298.6,1031.7,1294.1,1093.5,1429.3,1737.5,1264.1,827.3,1294.7,0.0,247.1,1487.2,832.6
15,1585.0,1030.6,1152.7,952.8,985.7,1108.4,841.5,1207.4,903.4,1239.1,1547.3,1073.9,637.2,1104.6,247.1,0.0,1297.1,574.5
16,1214.5,461.9,294.0,754.6,497.9,374.8,210.2,905.7,705.1,380.4,429.7,505.3,590.9,599.7,986.5,1275.6,0.0,1313.9
17,2102.7,1548.2,1670.3,732.6,1503.3,1626.0,1359.2,632.9,782.0,1756.7,2064.9,1591.6,1154.8,1622.2,608.2,574.5,1814.7,0.0
