,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,709.8,807.9,893.0,1142.5,860.9,758.1,666.4,1148.8,1461.6,1462.1,1345.9,1389.9,633.6,557.8,645.4,721.3,1513.9
1,709.8,0.0,344.2,285.8,634.4,397.2,294.4,224.3,541.6,866.9,867.4,903.6,883.9,256.5,152.0,176.5,257.6,919.2
2,807.9,344.2,0.0,329.9,686.8,89.4,49.8,245.3,594.0,911.9,912.4,595.8,975.7,308.7,488.4,317.9,86.6,877.9
3,893.0,285.8,329.9,0.0,435.5,298.9,319.7,342.8,342.7,668.0,668.5,778.8,685.0,445.9,335.2,365.9,336.5,720.3
4,1142.5,634.4,686.8,435.5,0.0,655.8,676.6,708.8,154.6,412.0,412.5,840.2,359.9,831.2,683.8,781.4,693.4,464.3
5,860.9,397.2,89.4,298.9,655.8,0.0,102.8,298.3,563.0,880.9,881.4,564.8,944.7,361.7,541.4,370.9,139.6,846.9
6,758.1,294.4,49.8,319.7,676.6,102.8,0.0,195.5,583.8,905.7,906.2,609.2,965.5,258.9,438.6,268.1,36.8,891.3
7,666.4,224.3,245.3,342.8,708.8,298.3,195.5,0.0,616.0,941.3,941.8,804.7,997.7,122.4,243.1,72.6,158.7,993.6
8,1148.8,541.6,594.0,342.7,154.6,563.0,583.8,616.0,0.0,387.1,387.6,798.5,510.2,738.4,591.0,688.6,600.6,439.4
9,1461.6,866.9,911.9,668.0,412.0,880.9,905.7,941.3,387.1,0.0,61.5,615.8,494.9,1063.7,916.3,1013.9,922.5,215.6
10,1462.1,867.4,912.4,668.5,412.5,881.4,906.2,941.8,387.6,61.5,0.0,649.3,528.4,1064.2,916.8,1014.4,923.0,249.1
11,1345.9,903.6,595.8,778.8,840.2,564.8,609.2,804.7,798.5,615.8,649.3,0.0,809.2,868.1,1047.8,877.3,646.0,400.2
12,1389.9,883.9,975.7,685.0,359.9,944.7,965.5,997.7,510.2,494.9,528.4,809.2,0.0,1120.1,933.3,1046.3,982.3,409.0
13,633.6,256.5,308.7,445.9,831.2,361.7,258.9,122.4,738.4,1063.7,1064.2,868.1,1120.1,0.0,271.9,101.4,222.1,1116.0
14,557.8,152.0,488.4,335.2,683.8,541.4,438.6,243.1,591.0,916.3,916.8,1047.8,933.3,271.9,0.0,191.9,401.8,968.6
15,645.4,176.5,317.9,365.9,781.4,370.9,268.1,72.6,688.6,1013.9,1014.4,877.3,1046.3,101.4,191.9,0.0,231.3,1066.2
16,721.3,257.6,86.6,336.5,693.4,139.6,36.8,158.7,600.6,922.5,923.0,646.0,982.3,222.1,401.8,231.3,0.0,928.1
17,1513.9,919.2,877.9,720.3,464.3,846.9,891.3,993.6,439.4,215.6,249.1,400.2,409.0,1116.0,968.6,1066.2,928.1,0.0
