,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,632.7,1574.6,2028.7,2216.8,1327.8,1496.4,1649.4,1198.6,1246.0,966.5,1613.9,744.4,1520.5,1129.1,1646.1,1067.6,2121.1
1,644.8,0.0,1127.0,1686.1,1596.9,695.1,1231.3,1016.6,987.2,613.3,749.5,1087.8,858.8,887.8,576.5,1013.4,434.9,1635.3
2,1570.4,1127.0,0.0,732.3,920.4,1046.6,200.0,110.4,437.3,680.7,750.3,39.2,848.6,241.2,743.5,205.7,702.0,824.8
3,2024.5,1686.1,732.3,0.0,700.6,1524.5,589.6,842.7,891.4,1239.9,1204.4,771.6,1302.7,877.9,1302.6,842.4,1261.2,605.0
4,2241.7,1596.9,920.4,700.6,0.0,1165.5,777.7,1030.8,1079.4,1428.0,1392.5,959.7,1490.8,1065.9,1490.7,1030.5,1464.0,95.7
5,1339.9,695.1,1046.6,1524.5,1165.5,0.0,1151.0,936.3,906.9,533.0,669.1,1007.4,977.9,807.4,496.2,933.1,354.5,1203.9
6,1492.1,1231.3,200.0,589.6,777.7,1151.0,0.0,310.4,359.0,785.1,672.1,239.2,770.4,345.5,847.8,310.0,806.4,682.0
7,1661.4,1016.6,110.4,842.7,1030.8,936.3,310.4,0.0,547.6,570.4,806.0,71.1,959.0,130.8,633.1,95.3,591.7,935.1
8,1194.3,987.2,464.3,918.4,1106.5,906.9,386.1,574.7,0.0,614.7,374.3,503.6,472.6,609.9,554.4,574.4,511.0,1010.9
9,1258.1,613.3,680.7,1239.9,1428.0,533.0,785.1,570.4,614.7,0.0,590.5,641.5,894.9,441.5,417.6,567.2,178.4,1332.3
10,962.3,749.5,750.3,1204.4,1392.5,669.1,672.1,806.0,374.3,590.5,0.0,789.6,445.4,677.2,316.7,802.8,378.9,1296.9
11,1609.6,1087.8,39.2,771.6,959.7,1007.4,239.2,71.1,476.5,641.5,789.6,0.0,887.9,201.9,704.2,166.5,662.8,864.0
12,740.1,858.8,848.6,1143.3,1490.8,977.9,770.4,959.0,472.6,894.9,445.4,887.9,0.0,994.2,625.5,958.7,687.7,1395.2
13,1532.6,887.8,241.2,877.9,1065.9,807.4,345.5,130.8,582.8,441.5,677.2,201.9,994.2,0.0,504.3,35.5,462.8,970.3
14,1124.8,576.5,743.5,1302.6,1490.7,496.2,847.8,633.1,554.4,417.6,311.2,704.2,625.5,504.3,0.0,629.9,205.9,1395.0
15,1658.2,1013.4,205.7,842.4,1030.5,933.1,310.0,95.3,547.3,567.2,802.8,166.5,958.7,35.5,629.9,0.0,588.4,934.8
16,1079.7,434.9,702.0,1261.2,1449.3,354.5,806.4,591.7,511.0,178.4,378.9,662.8,687.7,462.8,205.9,588.4,0.0,1353.6
17,2116.9,1635.3,824.8,605.0,95.7,1203.9,682.0,935.1,983.8,1332.3,1296.9,864.0,1395.2,970.3,1395.0,934.8,1353.6,0.0
