,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,1583.4,2325.3,2348.5,1266.2,1277.8,585.3,1752.2,972.6,2270.7,1317.3,1979.9,1020.6,1001.9,1351.0,934.2,1195.8,2094.0
1,1580.0,0.0,1107.2,1130.4,1145.8,1374.0,1076.6,168.8,1553.7,1052.6,1579.7,860.3,612.1,1249.5,732.5,650.0,1292.0,875.9
2,2333.9,981.2,0.0,524.9,1899.8,1416.2,1830.5,990.4,1649.4,447.1,1195.8,814.6,1366.0,2003.4,1149.5,1404.0,1422.2,231.3
3,2018.0,665.3,741.1,0.0,1583.9,1478.8,1514.6,674.5,1991.8,686.5,2017.7,498.7,1050.1,1687.5,833.6,1088.1,1730.1,509.8
4,1280.6,1136.5,1878.4,1901.6,0.0,374.2,459.2,1305.4,553.9,1823.8,579.9,1533.1,573.8,103.6,904.1,487.3,292.2,1647.1
5,1296.5,1364.7,1539.2,1562.4,374.2,0.0,826.7,1253.9,523.1,1484.6,549.1,1193.9,801.9,477.8,1132.3,715.5,187.1,1307.9
6,581.1,1075.7,1817.6,1840.8,758.5,986.6,0.0,1244.6,1166.3,1763.0,1192.3,1472.3,512.9,416.5,843.3,426.5,904.6,1586.3
7,1748.8,168.8,938.4,961.6,1314.7,1542.8,1245.4,0.0,1722.6,883.7,1748.5,998.1,780.9,1418.3,864.1,818.9,1460.8,707.1
8,991.3,1544.4,2286.3,2309.5,553.9,523.1,1211.7,1713.2,0.0,2231.6,544.1,1940.9,981.6,657.5,1312.0,895.2,441.1,2055.0
9,2095.9,743.2,818.9,77.8,1661.8,1556.6,1592.5,752.3,2069.6,0.0,2095.6,576.6,1128.0,1765.4,911.4,1165.9,1807.9,587.6
10,1308.5,1570.4,1195.8,1554.3,579.9,549.1,1032.4,1739.2,544.1,1476.5,0.0,1966.9,1007.6,683.5,1337.9,921.2,467.1,1260.8
11,1796.0,216.1,1114.1,1137.3,1361.9,1590.1,1292.6,175.8,1769.8,1059.5,1795.7,0.0,828.1,1465.5,911.3,866.1,1508.1,882.8
12,1016.4,611.2,1353.1,1376.3,582.2,810.4,512.9,780.1,990.1,1298.5,1016.1,1007.7,0.0,685.8,378.8,86.4,728.4,1121.8
13,997.6,1240.1,1982.0,2005.2,103.6,477.8,416.5,1409.0,657.5,1927.4,683.5,1636.7,677.4,0.0,1007.7,591.0,395.8,1750.7
14,1359.7,669.3,1149.5,1172.7,925.5,1153.7,856.2,838.1,1333.4,1094.8,1359.4,804.1,391.7,1029.1,0.0,429.7,1071.7,918.2
15,930.0,649.2,1391.1,1414.3,495.8,724.0,426.5,818.0,903.7,1336.4,929.7,1045.7,86.4,599.4,416.8,0.0,642.0,1159.8
16,1214.5,1282.7,1545.2,1568.5,292.2,187.1,744.7,1451.5,441.1,1490.6,467.1,1199.9,719.9,395.8,1050.3,633.5,0.0,1313.9
17,2102.7,749.9,231.3,293.6,1668.5,1563.4,1599.2,759.1,2076.4,215.8,1260.8,583.3,1134.7,1772.1,918.2,1172.7,1814.7,0.0
