,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,1987.8,1234.8,2053.8,1125.8,671.6,1530.5,1909.8,808.1,942.1,1286.9,1292.7,1709.7,904.0,1696.0,1505.9,999.1,2085.4
1,1987.8,0.0,823.7,66.0,1247.5,1510.0,812.0,669.9,1733.4,1219.4,1500.1,982.0,853.1,1257.6,448.7,717.5,1256.0,285.8
2,1234.8,823.7,0.0,889.7,914.2,992.0,720.1,745.7,1424.8,735.9,1251.3,686.7,1114.5,774.1,531.8,450.5,917.3,921.3
3,2053.8,66.0,889.7,0.0,1313.5,1576.0,878.0,724.0,1787.6,1285.4,1554.3,1048.0,907.2,1323.6,514.7,783.5,1322.0,339.9
4,1125.8,1247.5,914.2,1313.5,0.0,878.7,577.9,1357.7,652.3,522.1,478.9,340.9,679.8,560.3,863.5,607.7,126.7,1225.8
5,671.6,1510.0,992.0,1576.0,878.7,0.0,1243.3,1555.3,624.0,432.8,1039.8,995.3,1495.0,394.7,1218.2,996.6,751.9,1607.6
6,1530.5,812.0,720.1,878.0,577.9,1243.3,0.0,1030.0,951.1,818.7,717.8,312.4,394.4,856.9,428.0,304.0,586.4,909.6
7,1909.8,669.9,745.7,724.0,1357.7,1555.3,1030.0,0.0,1868.3,1264.6,1694.8,1130.2,1131.2,1302.8,666.6,817.4,1360.8,563.8
8,808.1,1733.4,1424.8,1787.6,652.3,624.0,951.1,1868.3,0.0,688.6,496.0,856.1,901.7,650.5,1379.2,1123.2,525.6,1447.7
9,942.1,1219.4,735.9,1285.4,522.1,432.8,818.7,1264.6,688.6,0.0,686.8,562.5,1138.4,38.2,927.6,706.0,395.4,1317.0
10,1286.9,1500.1,1251.3,1554.3,478.9,1039.8,717.8,1694.8,496.0,686.8,0.0,682.6,668.4,725.0,1145.9,949.7,352.1,1214.4
11,1292.7,982.0,686.7,1048.0,340.9,995.3,312.4,1130.2,856.1,562.5,682.6,0.0,706.8,600.7,598.1,323.3,348.6,1079.6
12,1709.7,853.1,1114.5,907.2,679.8,1495.0,394.4,1131.2,901.7,1138.4,668.4,706.8,0.0,1176.6,822.4,698.4,743.1,567.4
13,904.0,1257.6,774.1,1323.6,560.3,394.7,856.9,1302.8,650.5,38.2,725.0,600.7,1176.6,0.0,965.7,744.2,433.5,1355.2
14,1696.0,448.7,531.8,514.7,863.5,1218.2,428.0,666.6,1379.2,927.6,1145.9,598.1,822.4,965.7,0.0,425.6,872.1,546.2
15,1505.9,717.5,450.5,783.5,607.7,996.6,304.0,817.4,1123.2,706.0,949.7,323.3,698.4,744.2,425.6,0.0,615.7,815.0
16,999.1,1256.0,917.3,1322.0,126.7,751.9,586.4,1360.8,525.6,395.4,352.1,348.6,743.1,433.5,872.1,615.7,0.0,1289.1
17,2085.4,285.8,921.3,339.9,1225.8,1607.6,909.6,563.8,1447.7,1317.0,1214.4,1079.6,567.4,1355.2,546.2,815.0,1289.1,0.0
