,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,1241.2,2030.9,1029.2,1160.4,622.9,1224.2,1534.5,1588.4,1920.7,1504.8,1634.0,1491.9,1532.7,610.6,1232.9,1167.5,2090.9,1503.6,1194.7,942.3,866.3,1617.1,1822.8,1421.9,1226.9,581.1,1153.2,635.4,1368.9,1588.3,999.1,2085.4
1,1241.2,0.0,1235.5,336.5,512.7,1043.4,17.0,459.1,597.7,1367.4,742.0,935.0,445.4,457.3,958.6,279.2,103.9,953.7,496.3,510.1,609.2,458.7,472.2,1027.3,713.8,1015.3,988.1,206.2,933.9,665.4,597.7,242.1,1118.5
2,2030.9,1235.5,0.0,1375.4,1234.4,1408.1,1218.5,1094.5,809.6,712.1,557.7,526.3,1080.9,1092.7,1451.9,1010.3,1215.8,503.1,853.3,965.8,1426.8,1497.7,997.2,492.4,676.5,969.2,1481.3,1318.0,1427.1,698.2,809.5,1299.1,317.0
3,1029.2,336.5,1375.4,0.0,314.3,835.0,319.5,686.8,737.1,1448.0,822.6,1058.0,644.2,685.0,752.8,365.1,262.9,1218.7,635.7,538.4,403.4,216.7,737.2,1167.2,794.4,980.2,782.3,248.6,728.1,745.9,737.1,94.4,1383.5
4,1160.4,512.7,1234.4,314.3,0.0,713.4,495.7,885.6,682.4,1302.1,676.7,912.2,872.0,883.8,639.1,360.5,439.1,1380.2,612.2,381.7,344.2,436.5,799.7,1026.2,648.5,858.7,668.6,424.8,614.3,600.1,682.4,280.5,1288.9
5,622.9,1043.4,1408.1,835.0,713.4,0.0,1026.4,1431.0,1000.8,1297.9,900.3,1011.1,1417.3,1429.2,148.9,919.7,969.8,1648.7,1042.1,624.1,556.1,854.8,1358.9,1199.9,817.4,604.0,119.4,955.5,173.7,764.5,1000.8,801.3,1462.5
6,1224.2,17.0,1218.5,319.5,495.7,1026.4,0.0,442.1,580.7,1350.4,725.0,918.0,428.5,440.3,941.6,262.2,87.0,936.7,479.3,493.1,592.2,441.8,455.2,1010.3,696.8,998.4,971.1,189.2,916.9,648.4,580.7,225.1,1101.5
7,1534.5,459.1,1094.5,686.8,885.6,1431.0,442.1,0.0,597.3,1321.9,753.5,835.6,42.6,1.8,1346.2,573.5,491.5,612.7,495.9,861.0,996.7,846.3,138.9,927.9,725.3,1103.4,1375.7,593.8,1321.4,742.6,597.3,629.7,777.5
8,1588.4,597.7,809.6,737.1,682.4,1000.8,580.7,597.3,0.0,877.3,251.9,487.4,583.6,595.5,977.8,372.5,577.9,1050.2,101.3,490.5,867.0,859.3,458.4,601.4,223.7,601.9,1007.3,680.2,953.0,241.0,0.1,660.8,864.1
9,1920.7,1367.4,712.1,1448.0,1302.1,1297.9,1350.4,1321.9,877.3,0.0,717.8,486.3,1308.3,1320.1,1446.8,1152.9,1293.8,760.9,921.0,978.9,1439.8,1570.3,1183.0,468.8,653.6,703.7,1417.3,1396.1,1440.1,711.2,877.3,1371.7,574.7
10,1504.8,742.0,557.7,822.6,676.7,900.3,725.0,753.5,251.9,717.8,0.0,235.4,739.9,751.7,894.2,527.5,668.4,798.3,295.6,408.2,869.1,944.9,614.6,349.5,118.8,497.0,923.7,770.7,869.4,140.5,251.9,746.4,612.1
11,1634.0,935.0,526.3,1058.0,912.2,1011.1,918.0,835.6,487.4,486.3,235.4,0.0,822.0,833.8,1129.6,709.8,903.8,766.9,531.0,643.6,1104.6,1180.3,696.7,318.1,354.2,518.6,1130.5,1006.1,1104.8,375.9,487.3,981.8,580.7
12,1491.9,445.4,1080.9,644.2,872.0,1417.3,428.5,42.6,583.6,1308.3,739.9,822.0,0.0,40.8,1332.6,559.9,477.9,599.1,482.3,847.4,983.1,832.7,125.3,914.3,711.7,1089.8,1362.1,580.1,1307.8,729.0,583.7,616.1,763.9
13,1532.7,457.3,1092.7,685.0,883.8,1429.2,440.3,1.8,595.5,1320.1,751.7,833.8,40.8,0.0,1344.4,571.8,489.7,610.9,494.1,859.2,995.0,844.5,137.1,926.1,723.5,1101.7,1373.9,592.0,1319.6,740.8,595.5,627.9,775.7
